time,users,connected 
0,5,4 
10,14,10 
20,28,13 
30,42,15 
40,51,8 
50,55,2 
60,57,4 
70,59,2 
80,71,13 
90,76,2 
100,87,12 
110,88,-12 
120,88,-7 
130,88,13 
140,88,4 
150,89,6 
160,99,9 
170,101,-2 
180,122,26 
190,128,3 
200,149,24 
210,185,36 
220,197,11 
230,203,-5 
240,203,2 
250,224,29 
260,235,13 
270,254,17 
280,278,23 
290,299,24 
300,357,58 
310,410,47 
320,450,43 
330,474,26 
340,536,61 
350,597,62 
360,680,80 
370,780,100 
380,898,115 
390,1017,103 
400,1116,64 
410,1235,93 
420,1381,96 
430,1506,5 
440,1635,54 
450,1710,-20 
460,1766,50 
470,1802,6 
480,1802,6 
490,1802,15 
500,1802,7 
510,1833,21 
520,1879,34 
530,1898,-28 
540,1959,28 
550,2032,23 
560,2128,101 
570,2181,-7 
580,2229,30 
590,2229,-65 
600,2249,11 
610,2320,69 
620,2410,84 
630,2473,7 
640,2527,-53 
650,2528,13 
660,2536,-19 
670,2557,4 
680,2574,65 
690,2594,-18 
700,2594,-16 
710,2594,38 
720,2594,-336 
730,2594,30 
740,2594,-410 
750,2594,-70 
760,2594,-38 
770,2594,-141 
780,2594,-60 
790,2594,5 
800,2594,-67 
810,2594,-173 
820,2594,-93 
830,2594,-92 
840,2594,-45 
850,2594,-68 
860,2594,-89 
870,2594,-39 
880,2594,-4 
887,2594,-2 
