time,users_count,finish_users_count 
0,5,0 
10,14,0 
20,28,0 
30,43,1 
40,53,2 
50,60,8 
60,73,19 
70,88,30 
80,112,42 
90,129,53 
100,147,62 
110,150,77 
120,161,95 
130,182,104 
140,205,123 
150,228,139 
160,246,148 
170,262,167 
180,306,184 
190,336,210 
200,380,231 
210,431,246 
220,474,278 
230,503,311 
240,538,344 
250,603,381 
260,655,421 
270,719,467 
280,778,500 
290,851,553 
300,957,600 
310,1065,657 
320,1159,712 
330,1239,765 
340,1344,811 
350,1453,856 
360,1582,902 
370,1726,946 
380,1880,983 
390,2028,1012 
400,2162,1046 
410,2331,1096 
420,2528,1147 
430,2710,1204 
440,2905,1270 
450,3095,1386 
460,3284,1521 
470,3493,1699 
480,3716,1931 
490,3948,2161 
500,4186,2393 
510,4419,2587 
520,4656,2790 
530,4915,3022 
540,5186,3227 
550,5451,3421 
560,5772,3647 
570,6060,3883 
580,6364,4145 
590,6643,4429 
600,6936,4712 
610,7311,5006 
620,7718,5315 
630,8092,5620 
640,8411,5901 
650,8728,6225 
660,9052,6523 
670,9421,6878 
680,9809,7239 
690,10184,7613 
700,10542,7985 
710,10873,8345 
720,10916,8697 
730,10916,8972 
740,10916,9310 
750,10916,9610 
760,10916,9846 
770,10916,10111 
780,10916,10236 
790,10916,10242 
800,10916,10290 
810,10916,10423 
820,10916,10546 
830,10916,10666 
840,10916,10708 
850,10916,10777 
860,10916,10870 
870,10916,10911 
880,10916,10914 
887,10916,10916 
