time,recvpackets@tsung_controller@ip-172-31-17-73 
10,567 
20,567 
30,769 
40,1871 
50,2603 
60,2603 
70,2603 
80,2603 
90,2603 
100,3029 
110,3830 
120,3830 
130,3830 
140,3830 
150,3830 
160,3830 
170,4439 
180,4529 
190,4965 
200,5100 
210,6252 
220,7343 
230,8142 
240,8937 
250,9080 
260,9688 
270,9688 
280,11076 
290,11977 
300,13011 
310,14617 
320,16583 
330,17504 
340,18176 
350,18176 
360,18176 
370,18176 
380,18176 
390,18176 
400,18176 
410,18176 
420,18686 
430,21630 
440,22582 
450,27489 
460,30070 
470,32208 
480,34295 
490,34295 
500,34295 
510,34295 
520,34295 
530,34295 
540,34295 
550,36058 
560,37917 
570,38335 
580,40002 
590,40720 
600,43000 
610,43000 
620,43306 
630,44333 
640,45441 
650,46025 
660,47465 
670,49005 
680,49732 
690,49732 
700,49732 
710,49732 
720,49732 
730,49732 
740,49732 
750,49732 
760,49732 
770,49732 
780,49732 
790,49732 
800,49732 
810,49732 
820,49732 
830,49732 
840,49732 
850,49732 
860,49732 
870,49732 
880,49732 
887,49732 
