time,page 
0,0.8 
10,2.1 
20,5.9 
30,10.4 
40,18.6 
50,22 
60,23.8 
70,21.8 
80,23.7 
90,27.3 
100,27.5 
110,27.2 
120,28 
130,28 
140,30.5 
150,35.2 
160,41.8 
170,41.2 
180,38.2 
190,38.5 
200,44.8 
210,52.8 
220,67.2 
230,73 
240,78.3 
250,78.2 
260,87 
270,105.1 
280,110.8 
290,118.1 
300,117.1 
310,122.9 
320,134.9 
330,138.6 
340,152.1 
350,173.8 
360,192 
370,213.5 
380,214.4 
390,232.1 
400,238.8 
410,262.7 
420,259.4 
430,254.3 
440,274.3 
450,283.9 
460,310.6 
470,356.8 
480,384.5 
490,416.8 
500,459.7 
510,445.1 
520,416 
530,458.2 
540,453.5 
550,462.3 
560,476.5 
570,490.9 
580,499.6 
590,549.6 
600,580.2 
610,674.2 
620,595.2 
630,567.3 
640,585.3 
651,474.8 
660,417.8 
670,461.2 
680,501.6 
690,543.1 
700,546.2 
710,598.1 
720,578.5 
730,611.5 
740,623.4 
750,558.4 
760,353 
770,131.4 
780,30.9 
790,6.5 
800,2.4 
810,1.7 
820,0.6 
822,0 
