time,users_count,finish_users_count 
0,1,0 
10,0.6,0 
20,0.6,0 
30,1,0.1 
40,0.5,0.3 
50,1.3,0.4 
60,1.6,0.7 
70,1.5,0.8 
80,2.3,0.8 
90,1.2,0.8 
100,1.7,1.3 
110,0.8,1.5 
120,1.6,1.8 
130,3,1.9 
140,1.9,1.5 
150,2.8,1.6 
160,1.8,1 
170,0.9,1.3 
180,2.6,2.4 
190,4.4,2.4 
200,4.1,2.6 
210,3.5,1.4 
220,3.1,1.7 
230,3.6,2.6 
240,5.7,4.3 
250,6.2,3.5 
260,6.4,2.8 
270,6.6,2.1 
280,6.4,2.7 
290,5.3,3.5 
300,5.6,4.6 
310,10,5.6 
320,9.6,6.3 
330,12.2,6.2 
340,11.2,4.8 
350,9.9,3.9 
360,13.3,3.2 
370,15.6,3.7 
380,15.7,2.9 
390,14.2,5.2 
400,17.1,6.3 
410,16.4,8.5 
420,18,11 
430,19,13.7 
440,19.1,17.9 
450,17.5,20.6 
460,19.5,19.6 
470,18.9,17.9 
480,20.8,19 
490,24.8,16.5 
500,22.2,18.6 
510,22.5,20.1 
520,23.3,18.7 
530,21.4,20.2 
540,30,24 
550,32.8,24.9 
560,21.8,21.4 
570,34.1,24.5 
580,28.2,23.7 
590,31,23.3 
600,31.3,28.7 
610,36.7,31.6 
620,33,29 
630,35.5,30.3 
640,32.1,32.7 
650,28.4,29.5 
660,27,29.8 
670,31.5,32.4 
680,38.2,37.1 
690,38.6,30.7 
700,36.7,34.6 
710,28.5,30.8 
720,8.8,30.3 
730,0,30.3 
740,0,32.3 
750,0,30 
760,0,25.1 
770,0,24 
780,0,20.6 
790,0,15.7 
800,0,10.7 
810,0,4.7 
820,0,0.3 
830,0,0.1 
840,0,0 
848,0,0.1 
