time,users,connected 
0,7,7 
10,15,7 
20,31,12 
30,41,3 
40,49,-1 
50,53,-5 
60,57,13 
70,59,4 
80,64,3 
90,71,5 
100,73,-3 
110,73,8 
120,73,-7 
130,86,19 
140,99,4 
150,99,-9 
160,102,2 
170,103,-8 
180,103,3 
190,123,30 
200,150,24 
210,160,-12 
220,176,10 
230,188,-3 
240,209,44 
250,225,6 
260,246,0 
270,286,42 
280,302,-6 
290,304,13 
300,304,-5 
310,327,4 
320,362,39 
330,414,35 
340,438,9 
350,478,37 
360,552,58 
370,636,68 
380,696,50 
390,776,99 
400,859,22 
410,922,69 
420,998,66 
430,1063,50 
440,1119,43 
450,1223,59 
460,1301,53 
470,1336,-38 
480,1385,1 
490,1467,48 
500,1528,7 
510,1533,22 
520,1533,-90 
530,1533,16 
540,1533,90 
550,1599,14 
560,1660,56 
570,1697,-14 
580,1798,57 
590,1835,-15 
600,1898,66 
610,1921,-349 
620,1921,-172 
630,1921,-111 
640,1921,196 
651,1921,20 
660,1921,33 
670,1921,87 
680,1921,219 
690,1921,178 
700,2085,123 
710,2235,53 
720,2236,-322 
730,2236,-210 
740,2236,-269 
750,2236,-272 
760,2236,-193 
770,2236,-127 
780,2236,-50 
790,2236,-13 
800,2236,0 
810,2236,0 
820,2236,-2 
822,2236,0 
