time,session 
40,0.3 
50,0.5 
60,1.1 
70,1.5 
80,1 
90,1 
100,1 
110,1.2 
120,1.9 
130,1.6 
140,0.9 
150,1.4 
160,1.2 
170,1.9 
180,2.8 
190,1.7 
200,1.9 
210,1.9 
220,1.9 
230,2.7 
240,3.8 
250,4.5 
260,3 
270,3.1 
280,4.5 
290,5.9 
300,5.9 
310,5.7 
320,6 
330,5.2 
340,7.2 
350,7.8 
360,6.3 
370,8.8 
380,8.6 
390,7.7 
400,8.2 
410,9.1 
420,9.6 
430,12.3 
440,12 
450,10.6 
460,11.7 
470,14 
480,15.7 
490,16.3 
500,19.6 
510,25.3 
520,23.6 
530,20.8 
540,22.4 
550,19.3 
560,24.3 
570,24.1 
580,19.4 
590,25.4 
600,26.2 
610,33 
620,31.9 
630,34.8 
640,36.1 
651,39.5 
660,24.5 
670,13.9 
680,14.3 
690,21.3 
700,19.6 
710,19.5 
720,25.9 
730,27.8 
740,33.2 
750,52.3 
760,50.9 
770,27 
780,8.8 
790,1.7 
800,0.2 
810,0.1 
820,0.2 
822,0 
