time,recvpackets@tsung_controller@ip-172-31-20-240 
10,188 
20,373.0 
30,611.0 
40,1162.0 
50,1457.0 
60,1922.0 
70,2132.0 
80,2057.0 
90,3084.0 
100,3335.0 
110,3952.0 
120,3820.0 
130,3609.0 
140,3554.0 
150,3486.0 
160,3725.0 
170,4645.0 
180,4939.0 
190,4698.0 
200,4901.0 
210,5319.0 
220,6990.0 
230,8183.0 
240,8281.0 
250,7963.0 
260,8531.0 
270,10371.0 
280,10684.0 
290,10925.0 
300,13534.0 
310,16285.0 
320,16922.0 
330,14884.0 
340,15565.0 
350,16856.0 
360,15433.0 
370,16782.0 
380,17523.0 
390,18326.0 
400,20098.0 
410,23213.0 
420,26873.0 
430,28970.0 
440,30244.0 
450,29630.0 
460,28905.0 
470,30425.0 
480,29991.0 
490,31501.0 
500,32392.0 
510,32878.0 
520,35315.0 
530,36827.0 
540,36287.0 
550,36486.0 
560,37548.0 
570,37613.0 
580,42152.0 
590,43349.0 
600,42897.0 
610,44449.0 
620,45444.0 
630,45710.0 
640,46793.0 
650,48406.0 
660,48736.0 
670,48920.0 
680,48952.0 
690,46401.0 
700,48124.0 
710,47777.0 
720,48285.0 
730,44453.0 
740,39678.0 
750,31709.0 
760,23776.0 
770,18326.0 
780,14808.0 
790,12523.0 
800,9.1e3 
810,3354.0 
820,1571.0 
830,676.0 
840,27.0 
848,667.0 
