time,connect,request 
0,0.7,0.8 
10,0.9,2.6 
20,3.3,8.4 
30,5.2,15.9 
40,10.5,29.2 
50,12.5,34.4 
60,13.7,35.3 
70,11.6,32 
80,12.6,35.2 
90,15.2,41.4 
100,15.6,42.3 
110,15.2,40.9 
120,15.5,41 
130,15.3,40.3 
140,16,45.8 
150,19.1,54.5 
160,24.1,64.7 
170,23.3,61.9 
180,20.6,55.3 
190,21.6,56.5 
200,23.8,65.2 
210,27.4,80.4 
220,38.2,104.9 
230,41.9,110.8 
240,43.5,114.6 
250,41.2,114.5 
260,46.7,133.1 
270,60.8,160 
280,61.2,167.5 
290,64.7,177.1 
300,64.3,175.3 
310,66.7,184.3 
320,75.1,200.2 
330,76.7,208 
340,81.5,227.5 
350,96.9,261.3 
360,110.1,291.5 
370,116.5,315.9 
380,119.7,323.6 
390,135.1,353.1 
400,135.3,363.1 
410,154.5,398.1 
420,152,389.4 
430,152.4,383.4 
440,163.2,409.3 
450,173.2,429.2 
460,191.9,467.5 
470,225,541.2 
480,255.2,585.2 
490,282.3,630.5 
500,314.4,688.3 
510,304.9,657.4 
520,277.8,624.2 
530,330.8,692.5 
540,323.7,679 
550,317.9,690.5 
560,332.3,707.2 
570,350.1,740.5 
580,363,753.6 
590,400.5,830.1 
600,430.9,869 
610,463.1,1023 
620,436.6,907.9 
630,419.6,855.3 
640,424.7,853.2 
651,303.9,678.5 
660,277.4,611.1 
670,321.4,704.5 
680,365.2,762.2 
690,382.9,809.9 
700,387.9,828.8 
710,422.7,909.2 
720,396.4,900.7 
730,452.3,947.6 
740,442.3,958.3 
750,358.6,809.6 
760,205,480.1 
770,66.4,165.1 
780,14.3,37.7 
790,2.6,8.2 
800,1.4,3.6 
810,1,2.4 
820,0.2,0.7 
822,0,0 
