time,connect,request 
0,0.977,7.753 
10,0.916,0.832 
20,0.836,0.369 
30,0.707,0.369 
40,0.707,0.328 
50,0.707,0.318 
60,0.672,0.315 
70,0.649,0.315 
80,0.649,0.315 
90,0.649,0.315 
100,0.604,0.315 
110,0.604,0.315 
120,0.604,0.315 
130,0.604,0.315 
140,0.604,0.315 
150,0.604,0.313 
160,0.604,0.313 
170,0.604,0.313 
180,0.604,0.313 
190,0.604,0.313 
200,0.604,0.313 
210,0.604,0.313 
220,0.604,0.313 
230,0.604,0.313 
240,0.518,0.313 
250,0.518,0.313 
260,0.518,0.309 
270,0.518,0.309 
280,0.518,0.309 
290,0.481,0.309 
300,0.415,0.309 
310,0.415,0.309 
320,0.415,0.309 
330,0.415,0.309 
340,0.415,0.309 
350,0.415,0.309 
360,0.415,0.309 
370,0.415,0.309 
380,0.415,0.309 
390,0.415,0.309 
400,0.415,0.309 
410,0.415,0.309 
420,0.415,0.309 
430,0.415,0.309 
440,0.415,0.309 
450,0.415,0.309 
460,0.415,0.304 
470,0.415,0.304 
480,0.408,0.304 
490,0.408,0.304 
500,0.408,0.304 
510,0.408,0.304 
520,0.408,0.304 
530,0.402,0.304 
540,0.402,0.304 
550,0.402,0.304 
560,0.402,0.304 
570,0.402,0.304 
580,0.402,0.304 
590,0.402,0.304 
600,0.401,0.304 
610,0.401,0.304 
620,0.401,0.304 
630,0.401,0.304 
640,0.401,0.304 
651,0.401,0.304 
660,0.401,0.304 
670,0.401,0.304 
680,0.401,0.304 
690,0.401,0.304 
700,0.401,0.304 
710,0.401,0.304 
720,0.401,0.304 
730,0.401,0.304 
740,0.401,0.304 
750,0.401,0.304 
760,0.401,0.304 
770,0.401,0.304 
780,0.401,0.304 
790,0.401,0.304 
800,0.401,0.304 
810,0.401,0.304 
820,0.401,0.304 
822,0.401,0.304 
