time,load@tsung_controller@ip-172-31-20-240 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0703125 
120,0.140625 
130,0.140625 
140,0.140625 
150,0.140625 
160,0.140625 
170,0.140625 
180,0.140625 
190,0.140625 
200,0.140625 
210,0.140625 
220,0.140625 
230,0.140625 
240,0.1796875 
250,0.23046875 
260,0.26953125 
270,0.26953125 
280,0.26953125 
290,0.26953125 
300,0.26953125 
310,0.26953125 
320,0.26953125 
330,0.26953125 
340,0.26953125 
350,0.26953125 
360,0.26953125 
370,0.26953125 
380,0.26953125 
390,0.26953125 
400,0.53125 
410,0.76171875 
420,0.76171875 
430,0.76171875 
440,0.76171875 
450,0.76171875 
460,0.76171875 
470,0.76171875 
480,0.76171875 
490,0.8203125 
500,0.921875 
510,0.9296875 
520,0.94140625 
530,1.01953125 
540,1.03125 
550,1.1015625 
560,1.171875 
570,1.30078125 
580,1.328125 
590,1.328125 
600,1.328125 
610,1.328125 
620,1.328125 
630,1.328125 
640,1.328125 
650,1.328125 
660,1.328125 
670,1.328125 
680,1.328125 
690,1.328125 
700,1.328125 
710,1.328125 
720,1.328125 
730,1.328125 
740,1.328125 
750,1.328125 
760,1.328125 
770,1.328125 
780,1.328125 
790,1.328125 
800,1.328125 
810,1.328125 
820,1.328125 
830,1.328125 
840,1.328125 
848,1.328125 
