time,recvpackets@tsung_controller@ip-172-31-23-127 
10,104 
20,296 
30,779 
40,1453 
50,2262 
60,2695 
70,2695 
80,2695 
90,3235 
100,3235 
110,3235 
120,3235 
130,3235 
140,3235 
150,3542 
160,3969 
170,5443 
180,5443 
190,5443 
200,5443 
210,5443 
220,8412 
230,8629 
240,8629 
250,8629 
260,8667 
270,10339 
280,11713 
290,12733 
300,13544 
310,13544 
320,15014 
330,16950 
340,16950 
350,18787 
360,20469 
370,23337 
380,24545 
390,26212 
400,27328 
410,28345 
420,29993 
430,29993 
440,29993 
450,30606 
460,30606 
470,33248 
480,36602 
490,40767 
500,43643 
510,45408 
520,45408 
530,45408 
540,46313 
550,46313 
560,47218 
570,47313 
580,49545 
590,52580 
600,53908 
610,55567 
620,64453 
630,64453 
640,64453 
651,64453 
660,64453 
670,64453 
680,64453 
690,64453 
700,64453 
710,64453 
720,64453 
730,64453 
740,64453 
750,64453 
760,64453 
770,64453 
780,64453 
790,64453 
800,64453 
810,64453 
820,64453 
