time,page 
0,11.950124999999996 
10,33.084238095238085 
20,23.359050847457627 
30,31.286134615384608 
40,27.439876344086013 
50,25.64963636363638 
60,24.28283193277312 
70,25.538105504587147 
80,25.485902953586503 
90,27.434293040293053 
100,27.23134545454544 
110,31.059033088235278 
120,22.11193928571429 
130,25.321642857142855 
140,32.12215409836063 
150,48.967784090909056 
160,26.811318181818173 
170,24.204012135922337 
180,24.617484293193723 
190,26.57308051948053 
200,27.12400669642857 
210,37.41187878787881 
220,67.31526041666679 
230,26.191342465753443 
240,27.56264112388252 
250,32.586690537084365 
260,40.94880804597702 
270,33.53404186489053 
280,40.26714801444047 
290,42.04653598645209 
300,36.99927924850559 
310,45.078135069162016 
320,54.26763676797614 
330,50.164998556998576 
340,68.29433990795515 
350,72.09850805523581 
360,108.11089375000005 
370,128.6712725995311 
380,334.91232882462674 
390,456.9469676863425 
400,814.6449949748737 
410,747.6013479253919 
420,1098.4346245181132 
430,1127.9815359811219 
440,1359.2289329201585 
450,1451.2527034166933 
460,1450.5978303283973 
470,1249.1240123318405 
480,1187.9238267880385 
490,1085.1007248080666 
500,840.9617350445945 
510,893.0894156369359 
520,993.053722596154 
530,770.4334054997846 
540,841.5844579933843 
550,894.8502530824135 
560,851.3217196222429 
570,867.1942446526815 
580,799.9449811849481 
590,812.5755693231459 
600,754.8508912443967 
610,553.2211053099977 
620,307.41273874327976 
630,190.61259668605672 
640,61.36188399111575 
651,141.71059730412816 
660,163.85757587362394 
670,150.75516869037284 
680,460.75076535087805 
690,657.4212356840334 
700,918.2019789454422 
710,1014.6904275204834 
720,1101.3061355229065 
730,959.1562557645135 
740,714.4988022136648 
750,244.14473549426822 
760,27.538449291784595 
770,17.648734398782317 
780,15.244831715210355 
790,16.41436923076923 
800,18.830083333333334 
810,18.178529411764703 
820,13.230166666666667 
822,0 
