time,sentpackets@tsung_controller@ip-172-31-20-240 
10,136 
20,215 
30,321 
40,630 
50,720 
60,906 
70,1160 
80,1160 
90,1607 
100,1676 
110,1952 
120,1952 
130,1952 
140,1952 
150,1952 
160,1952 
170,2225 
180,2347 
190,2389 
200,2633 
210,2755 
220,3454 
230,3850 
240,4075 
250,4075 
260,4328 
270,5185 
280,5308 
290,5509 
300,6597 
310,7876 
320,8327 
330,8327 
340,8327 
350,8547 
360,8547 
370,8692 
380,9371 
390,10176 
400,12185 
410,15230 
420,17850 
430,19886 
440,22131 
450,22131 
460,22131 
470,22296 
480,22296 
490,22641 
500,23445 
510,24124 
520,26093 
530,27710 
540,27710 
550,27710 
560,28470 
570,28867 
580,31972 
590,32883 
600,33866 
610,35880 
620,35880 
630,36651 
640,37668 
650,38853 
660,38853 
670,40211 
680,40211 
690,40211 
700,40211 
710,40211 
720,40211 
730,40211 
740,40211 
750,40211 
760,40211 
770,40211 
780,40211 
790,40211 
800,40211 
810,40211 
820,40211 
830,40211 
840,40211 
848,40211 
