time,users,connected 
0,14,13 
10,20,20 
20,33,33 
30,49,48 
40,53,52 
50,44,45 
60,54,53 
70,60,60 
80,58,57 
90,65,65 
100,75,75 
110,70,70 
120,72,72 
130,70,70 
140,84,84 
150,95,94 
160,105,106 
170,101,101 
180,118,118 
190,139,139 
200,153,153 
210,180,180 
220,196,196 
230,197,197 
240,216,215 
250,225,226 
260,248,250 
270,266,263 
280,287,288 
290,290,291 
300,309,310 
310,351,350 
320,406,405 
330,424,424 
340,478,477 
350,539,540 
360,627,626 
370,756,751 
380,882,851 
390,984,828 
400,1073,817 
410,1148,804 
420,1241,899 
430,1250,907 
440,1240,904 
450,1256,921 
460,1258,907 
470,1307,919 
480,1354,973 
490,1444,1007 
500,1481,996 
510,1534,1020 
520,1532,1030 
530,1532,997 
540,1619,1070 
550,1741,1127 
560,1781,1144 
570,1818,1149 
580,1865,1128 
590,1923,1196 
600,1987,1212 
610,2054,1249 
620,2096,1253 
630,2126,1230 
640,2120,1225 
650,2139,1205 
660,2160,1267 
670,2200,1317 
680,2215,1353 
690,2250,1323 
700,2255,1294 
710,2226,1234 
720,1886,951 
730,1516,721 
740,1146,633 
750,815,576 
760,546,476 
770,346,341 
780,225,230 
790,106,109 
800,26,28 
810,1,1 
820,1,1 
830,1,1 
837,0,0 
