time,sentpackets@tsung_controller@ip-172-31-29-45 
10,347 
20,347 
30,719 
40,1031 
50,1125 
60,1128 
70,1286 
80,1286 
90,1286 
100,1560 
110,1850 
120,1850 
130,1850 
140,1850 
150,1860 
160,2154 
170,2489 
180,2531 
190,2840 
200,2849 
210,3277 
220,3986 
230,4898 
240,5078 
250,5078 
260,5257 
270,5946 
280,6195 
290,6990 
300,6990 
310,7822 
320,8222 
330,8894 
340,9295 
350,9295 
360,9295 
370,9295 
380,9295 
390,9295 
400,11709 
410,15305 
420,17974 
430,20039 
440,20039 
450,20192 
460,20328 
470,20328 
480,20749 
490,21538 
500,23006 
510,24249 
520,25584 
530,25733 
540,25868 
550,27562 
560,28288 
570,29826 
580,32135 
590,32909 
600,33925 
610,34966 
620,36598 
630,37045 
640,38969 
650,39056 
660,40419 
670,40419 
680,40419 
690,40419 
700,40630 
710,41957 
720,42410 
730,42410 
740,42410 
750,42410 
760,42410 
770,42410 
780,42410 
790,42410 
800,42410 
810,42410 
820,42410 
830,42410 
837,42410 
