time,users_count,finish_users_count 
0,14,0 
10,20,0 
20,33,0 
30,49,0 
40,58,5 
50,60,16 
60,79,25 
70,93,33 
80,105,47 
90,124,59 
100,138,63 
110,149,79 
120,163,91 
130,183,113 
140,211,127 
150,235,140 
160,253,148 
170,269,168 
180,307,189 
190,349,210 
200,388,235 
210,433,253 
220,472,276 
230,510,313 
240,563,347 
250,622,397 
260,685,437 
270,740,474 
280,800,513 
290,859,569 
300,939,630 
310,1034,683 
320,1135,729 
330,1225,801 
340,1337,859 
350,1447,908 
360,1595,968 
370,1765,1009 
380,1938,1056 
390,2074,1090 
400,2209,1136 
410,2359,1211 
420,2558,1317 
430,2751,1501 
440,2937,1697 
450,3137,1881 
460,3314,2056 
470,3519,2212 
480,3745,2391 
490,4006,2562 
500,4231,2750 
510,4479,2945 
520,4707,3175 
530,4940,3408 
540,5240,3621 
550,5581,3840 
560,5876,4095 
570,6166,4348 
580,6482,4617 
590,6810,4887 
600,7169,5182 
610,7554,5500 
620,7908,5812 
630,8262,6136 
640,8602,6482 
650,8951,6812 
660,9331,7171 
670,9735,7535 
680,10128,7913 
690,10496,8246 
700,10841,8586 
710,11189,8963 
720,11228,9342 
730,11228,9712 
740,11228,10082 
750,11228,10413 
760,11228,10682 
770,11228,10882 
780,11228,11003 
790,11228,11122 
800,11228,11202 
810,11228,11227 
820,11228,11227 
830,11228,11227 
837,11228,11228 
