time,page 
0,35.798 
10,150.058 
20,343.981 
30,350.017 
40,350.017 
50,350.017 
60,350.017 
70,382.426 
80,462.376 
90,479.436 
100,834.312 
110,834.312 
120,834.312 
130,940.749 
140,1070.333 
150,1275.385 
160,1405.211 
170,1976.631 
180,3448.779 
190,3724.755 
200,4662.032 
210,6147.362 
220,6827.016 
230,6827.016 
240,7637.342 
250,7637.342 
260,7637.342 
270,7637.342 
280,7637.342 
290,7637.342 
300,7637.342 
310,7637.342 
320,7637.342 
330,7637.342 
340,7637.342 
350,7637.342 
360,7637.342 
370,7637.342 
380,7637.342 
390,7637.342 
400,7637.342 
410,7637.342 
420,7637.342 
430,7637.342 
440,7637.342 
450,7637.342 
460,7637.342 
470,7637.342 
480,7637.342 
490,7637.342 
500,7637.342 
510,7637.342 
520,7637.342 
530,7637.342 
540,7637.342 
550,7637.342 
560,7637.342 
570,7637.342 
580,7637.342 
590,7637.342 
600,7637.342 
610,7637.342 
620,7637.342 
630,7637.342 
640,7637.342 
650,7637.342 
660,7637.342 
670,7637.342 
680,7637.342 
690,7637.342 
700,7637.342 
710,7637.342 
720,7637.342 
730,7637.342 
740,7637.342 
750,7637.342 
760,7637.342 
770,7637.342 
780,7637.342 
790,7637.342 
800,7637.342 
810,7637.342 
820,7637.342 
830,7637.342 
833,7637.342 
