time,502,200,500,422,400,302 
210,1.1,20.1,,,1,17.8 
220,10.5,20.1,,0.8,9.1,18.4 
230,18.7,20.4,,3.5,24.7,17.6 
240,31.2,19.4,,5,41.2,14.8 
250,37.5,21.8,,6.4,51.8,16.6 
260,48,24.6,0.9,9,66.6,15.3 
270,51.2,22.9,0.8,8.7,71.9,13.8 
280,47,26.4,1.4,10.7,67,14.4 
290,40.4,24.9,2.6,11.8,62,13.5 
300,42.5,25.9,3,11.6,56.8,15.6 
310,46.6,26.7,2.1,11.2,63.8,14 
320,60.4,24.8,2.6,13.2,85.3,12.5 
330,80.6,24.9,1.3,14.6,107.2,11.8 
340,91.4,25.1,1.3,14.2,124.7,11.8 
350,96.6,29.3,4,18.6,136.2,11.8 
360,93.7,28.8,3.8,18.6,129,11.7 
370,106.1,33.3,3.9,18.4,136.8,11.6 
380,126.5,30,3.7,17.1,151.7,11.2 
390,139.1,32.1,4.8,20.4,180.4,11 
400,155.8,30.6,4.3,20.6,209.9,11.1 
410,166.9,36.6,5.4,23.3,231.7,11.9 
420,180.8,36.4,6.8,26.7,232.6,9.6 
430,173.5,34.3,7.6,26.4,231.2,10.4 
440,176.2,36.9,7,26.2,227.3,9.4 
450,175,34.6,9.3,25.7,226,10.8 
460,179.3,39.6,7.1,29.8,239.1,9.5 
470,171.4,41.7,7,29.5,237.7,10.3 
480,213.3,35.9,7.7,26.4,280.2,8.5 
490,218.6,44.9,10.8,30.8,291.7,8 
500,229,42,10.4,32.9,300.6,8.9 
510,240.8,44.5,10,33.7,320,8.4 
520,254.5,42.1,10.8,32.6,335.7,8.2 
530,254.2,47.5,11.8,36.5,344.7,7 
540,260,43.7,12.8,35.5,337.6,7.8 
550,269.3,40.7,10.7,30,327.8,7.5 
560,288.5,49.2,10.6,33.7,368,8.2 
570,303,49.4,12.7,36.4,392.1,7.4 
580,317.1,55.2,12.7,40.3,424,6.8 
590,346.5,54.3,13.1,35.1,435.1,7 
600,353,57.9,15.9,44.6,467.7,6.2 
610,375.8,54.7,15.1,44.3,478.3,6.7 
620,382.2,58.7,16,48.1,505.7,6.3 
630,387.8,60.9,18.3,52.9,510.9,5.5 
640,357,62.4,16.9,55.6,499.1,5.4 
650,394.8,59.3,18,55,515.2,5.6 
660,363.8,68.4,17.8,63.6,507.2,4.6 
670,403.8,60.6,16.9,46.5,508,6.1 
680,376.3,63.7,15.4,52.9,505.9,5 
690,398.2,65.5,18,57.3,544.8,5.5 
700,381.3,68.8,17.7,62.2,546.9,5.3 
710,386.7,67,20.9,55.3,517.6,4.4 
720,358,56.9,20.9,54.1,488.3,4.5 
730,281.7,45.5,21.4,56.9,448.2,4.7 
740,210.4,53.4,27.1,65.8,388.4,5.8 
750,122.4,42.7,29.1,63.5,262.6,4.7 
760,48,28.7,39.7,49.9,123.7,4.4 
770,0.1,21.2,31.8,39.5,52.3,8.2 
780,0,8.1,10.3,13.8,15.5,5.3 
790,0,4,2.6,3.9,6,2.8 
800,0,0.9,1.5,1.2,0.2,1.1 
810,0,0.9,0,0.2,0.6,0.8 
820,0,0.2,0,0.2,0.5,0.1 
830,0,0.1,0.2,0.1,0.3,0 
833,0,0,0,0.1,0,0 
