time,freemem@tsung_controller@ip-172-31-19-141 
0,3502.39453125 
10,3502.39453125 
20,3502.7265625 
30,3502.7265625 
40,3502.7265625 
50,3502.7265625 
60,3502.7265625 
70,3502.7265625 
80,3502.7265625 
90,3502.7265625 
100,3502.7265625 
110,3502.7265625 
120,3502.7265625 
130,3502.7265625 
140,3502.7265625 
150,3502.7265625 
160,3502.7265625 
170,3502.7265625 
180,3502.7265625 
190,3502.7265625 
200,3502.7265625 
210,3502.7265625 
220,3502.7265625 
230,3502.7265625 
240,3502.7265625 
250,3502.7265625 
260,3502.7265625 
270,3502.7265625 
280,3502.7265625 
290,3502.7265625 
300,3502.7265625 
310,3502.7265625 
320,3502.7265625 
330,3502.7265625 
340,3502.7265625 
350,3502.7265625 
360,3502.7265625 
370,3502.7265625 
380,3502.7265625 
390,3502.7265625 
400,3502.7265625 
410,3502.7265625 
420,3502.7265625 
430,3502.7265625 
440,3502.7265625 
450,3502.7265625 
460,3502.7265625 
470,3502.7265625 
480,3502.7265625 
490,3502.7265625 
500,3502.7265625 
510,3502.7265625 
520,3502.7265625 
530,3502.7265625 
540,3502.7265625 
550,3502.7265625 
560,3502.7265625 
570,3502.7265625 
580,3502.7265625 
590,3502.7265625 
600,3502.7265625 
610,3502.7265625 
620,3502.7265625 
630,3502.7265625 
640,3502.7265625 
650,3502.7265625 
660,3502.7265625 
670,3502.7265625 
680,3502.7265625 
690,3502.7265625 
700,3502.7265625 
710,3502.7265625 
720,3502.7265625 
730,3502.7265625 
740,3502.7265625 
750,3502.7265625 
760,3502.7265625 
770,3502.7265625 
780,3502.7265625 
790,3502.7265625 
800,3502.7265625 
810,3502.7265625 
820,3502.7265625 
830,3502.7265625 
