time,size_sent,size_rcv 
0,0.77734375,51.6640625 
10,10.7140625,261.7921875 
20,57.6640625,814.9296875 
30,163.5765625,1900.0546875 
40,302.18828125,3343.4890625 
50,475.05390625,4927.778125 
60,624.2359375,6305.4546875 
70,780.8296875,7840.1 
80,953.4265625,9506.26015625 
90,1142.534375,11373.97109375 
100,1359.634375,13368.30703125 
110,1583.6140625,15438.08359375 
120,1805.67734375,17602.05390625 
130,2038.45390625,19760.015625 
140,2279.71328125,22074.5578125 
150,2530.0828125,24462.06328125 
160,2774.59453125,26809.8328125 
170,3020.9890625,29109.06328125 
180,3246.98359375,31340.30703125 
190,3493.2671875,33802.95703125 
200,3752.93828125,36231.378125 
210,3987.7953125,38631.484375 
220,4300.503125,41110.5359375 
230,4705.28359375,43815.3875 
240,5197.821875,46608.49609375 
250,5780.7875,49757.93359375 
260,6478.5578125,53103.2140625 
270,7183.203125,56421.065625 
280,7896.62265625,59865.615625 
290,8556.9296875,63287.68046875 
300,9216.80625,66732.2296875 
310,9901.73046875,70283.41953125 
320,10700.53046875,73751.921875 
330,11643.2171875,77529.8875 
340,12683.71484375,81364.6828125 
350,13840.425,85569.8609375 
360,14935.7015625,89669.40234375 
370,16126.83671875,94244.71640625 
380,17411.2,98624.18828125 
390,18851.95390625,103277.83671875 
400,20448.21171875,107923.3953125 
410,22206.428125,113181.5140625 
420,24038.44609375,118588.96640625 
430,25852.84375,123706.16171875 
440,27654.459375,129068.81015625 
450,29449.92109375,134179.3140625 
460,31320.48515625,139774.6171875 
470,33163.6421875,145543.30390625 
480,35242.83671875,150760.84765625 
490,37444.8375,157090.61015625 
500,39725.6046875,163259.70703125 
510,42127.9921875,169679.33125 
520,44620.3640625,175946.69296875 
530,47164.64609375,182833.3765625 
540,49701.41171875,189168.371875 
550,52174.91328125,195160.403125 
560,54883.44296875,202140.35234375 
570,57741.89765625,209353.275 
580,60800.2453125,217215.86953125 
590,63978.55859375,224864.60703125 
600,67361.67578125,233208.51640625 
610,70835.0453125,241239.484375 
620,74469.2828125,249787.5140625 
630,78181.8484375,258539.8890625 
640,81765.5421875,267543.33984375 
650,85560.29375,276290.91171875 
660,89246.63125,286031.415625 
670,93007.88828125,294802.0671875 
680,96666.36953125,303802.73359375 
690,100566.78203125,313337.03359375 
700,104460.040625,323271.9828125 
710,108294.30390625,332837.1828125 
720,111926.65546875,341254.29375 
730,115118.6609375,348514.15703125 
740,117942.19453125,356769.61640625 
750,120011.6640625,363638.0484375 
760,121270.16171875,368375.49140625 
770,121921.6640625,371779.95859375 
780,122182.98671875,373049.234375 
790,122278.31328125,373556.5765625 
800,122306.325,373712.5484375 
810,122319.5390625,373802.49453125 
820,122323.91640625,373823.78203125 
830,122326.646875,373839.325 
833,122327.38515625,373840.85625 
