time,session 
40,0.1 
50,0.9 
60,1 
70,0.6 
80,1 
90,0.6 
100,1.1 
110,0.9 
120,1.2 
130,1.6 
140,0.7 
150,1 
160,1.3 
170,0.5 
180,1.5 
190,0.9 
200,0.4 
210,0.7 
220,0.7 
230,1 
240,1.5 
250,1.7 
260,3.6 
270,3.4 
280,6.5 
290,6.3 
300,6.8 
310,5.1 
320,4.4 
330,5.4 
340,5.9 
350,8 
360,9.7 
370,9.5 
380,11.5 
390,10.1 
400,10.3 
410,10.9 
420,16.8 
430,16.9 
440,15.4 
450,16.7 
460,16.6 
470,14.7 
480,16 
490,17.7 
500,19.7 
510,19.7 
520,21.1 
530,20.6 
540,24.9 
550,24 
560,22.5 
570,23.7 
580,23.4 
590,26.6 
600,29.4 
610,29.5 
620,30 
630,33.9 
640,32.4 
650,36.2 
660,35.2 
670,34.7 
680,33.3 
690,33.7 
700,32.3 
710,38.8 
720,39.3 
730,32.4 
740,30 
750,28.4 
760,29.4 
770,22.7 
780,9.7 
790,2.3 
800,1.2 
810,0.1 
820,0.1 
830,0 
833,0.1 
