time,load@tsung_controller@ip-172-31-19-141 
0,0.0703125 
10,0.0703125 
20,0.0703125 
30,0.0703125 
40,0.0703125 
50,0.1015625 
60,0.1015625 
70,0.1015625 
80,0.1015625 
90,0.1015625 
100,0.1015625 
110,0.1015625 
120,0.1015625 
130,0.1015625 
140,0.1015625 
150,0.1015625 
160,0.1015625 
170,0.1015625 
180,0.1015625 
190,0.1015625 
200,0.1015625 
210,0.140625 
220,0.140625 
230,0.41015625 
240,0.578125 
250,0.71875 
260,0.71875 
270,0.75 
280,0.75 
290,0.75 
300,0.75 
310,0.75 
320,0.75 
330,0.75 
340,0.75 
350,0.75 
360,0.75 
370,0.75 
380,0.75 
390,0.75 
400,0.75 
410,0.8203125 
420,0.83984375 
430,1.1015625 
440,1.1015625 
450,1.1015625 
460,1.2109375 
470,1.33984375 
480,1.359375 
490,1.359375 
500,1.359375 
510,1.44140625 
520,1.6015625 
530,1.6015625 
540,1.6015625 
550,1.6015625 
560,1.6015625 
570,1.6015625 
580,1.6015625 
590,1.6015625 
600,1.6015625 
610,1.6015625 
620,1.6015625 
630,1.6015625 
640,1.6015625 
650,1.6015625 
660,1.6015625 
670,1.6015625 
680,1.6015625 
690,1.6015625 
700,1.6015625 
710,1.6015625 
720,1.6015625 
730,1.6015625 
740,1.6015625 
750,1.6015625 
760,1.6015625 
770,1.6015625 
780,1.6015625 
790,1.6015625 
800,1.6015625 
810,1.6015625 
820,1.6015625 
830,1.6015625 
