time,users_count,finish_users_count 
0,0.5,0 
10,1.2,0 
20,0.8,0 
30,1.3,0 
40,0.6,0.1 
50,0.7,0.9 
60,1,1 
70,1.2,0.6 
80,1.6,1 
90,1.5,0.6 
100,1.1,1.1 
110,1.2,0.9 
120,1.4,1.2 
130,2.2,1.6 
140,1.5,0.7 
150,2.5,1 
160,2.1,1.3 
170,1.8,0.5 
180,3.6,1.5 
190,3.9,0.9 
200,4.5,0.4 
210,3.3,0.7 
220,4,0.7 
230,4.1,1 
240,5,1.5 
250,5.4,1.7 
260,5.7,3.6 
270,5.9,3.4 
280,4.3,6.5 
290,5.9,6.3 
300,10,6.8 
310,9.2,5.1 
320,8,4.4 
330,10.8,5.4 
340,9.9,5.9 
350,9,8 
360,14,9.7 
370,15.2,9.5 
380,16.5,11.5 
390,18,10.1 
400,14.4,10.3 
410,14.2,10.9 
420,17.8,16.8 
430,18.1,16.9 
440,18.9,15.4 
450,17.7,16.7 
460,20.1,16.6 
470,18.6,14.7 
480,21.9,16 
490,22.6,17.7 
500,24.8,19.7 
510,22.9,19.7 
520,22.8,21.1 
530,22.2,20.6 
540,27.4,24.9 
550,29.9,24 
560,30.7,22.5 
570,31,23.7 
580,33,23.4 
590,34,26.6 
600,32.8,29.4 
610,37.9,29.5 
620,34.1,30 
630,37.2,33.9 
640,31.2,32.4 
650,34.3,36.2 
660,35.9,35.2 
670,39.1,34.7 
680,32.7,33.3 
690,32.8,33.7 
700,31.8,32.3 
710,35.2,38.8 
720,12,39.3 
730,0,32.4 
740,0,30 
750,0,28.4 
760,0,29.4 
770,0,22.7 
780,0,9.7 
790,0,2.3 
800,0,1.2 
810,0,0.1 
820,0,0.1 
830,0,0 
833,0,0.1 
