time,freemem@tsung_controller@ip-172-31-19-141 
0,3502.39453125 
10,3501.37109375 
20,3501.37109375 
30,3497.546875 
40,3486.63671875 
50,3481.09765625 
60,3475.171875 
70,3474.23046875 
80,3471.33984375 
90,3471.0 
100,3471.0 
110,3471.0 
120,3469.6953125 
130,3460.984375 
140,3457.25 
150,3454.9296875 
160,3454.9296875 
170,3453.84765625 
180,3436.90234375 
190,3425.58203125 
200,3421.71484375 
210,3413.8515625 
220,3393.7421875 
230,3390.0859375 
240,3382.453125 
250,3367.796875 
260,3366.65234375 
270,3365.8125 
280,3354.5390625 
290,3354.5390625 
300,3354.5390625 
310,3354.5390625 
320,3354.5390625 
330,3344.40625 
340,3341.33984375 
350,3338.5078125 
360,3338.5078125 
370,3338.5078125 
380,3338.5078125 
390,3326.265625 
400,3324.52734375 
410,3320.0 
420,3304.14453125 
430,3302.17578125 
440,3301.17578125 
450,3298.67578125 
460,3292.1484375 
470,3292.1484375 
480,3292.1484375 
490,3292.1484375 
500,3276.76171875 
510,3276.76171875 
520,3274.86328125 
530,3245.25 
540,3243.2890625 
550,3242.9140625 
560,3240.4296875 
570,3240.4296875 
580,3239.86328125 
590,3221.55078125 
600,3214.7578125 
610,3186.88671875 
620,3167.86328125 
630,3167.86328125 
640,3167.86328125 
650,3167.86328125 
660,3167.86328125 
670,3167.86328125 
680,3167.86328125 
690,3155.015625 
700,3141.25 
710,3137.77734375 
720,3136.79296875 
730,3136.4296875 
740,3136.4296875 
750,3136.4296875 
760,3136.4296875 
770,3136.4296875 
780,3136.4296875 
790,3136.4296875 
800,3136.4296875 
810,3136.4296875 
820,3136.4296875 
830,3136.4296875 
