time,connect,request 
0,22.937,29.255 
10,22.937,79.307 
20,22.937,79.572 
30,22.937,88.314 
40,22.937,386.582 
50,22.937,386.582 
60,22.937,386.582 
70,22.937,386.582 
80,22.937,386.582 
90,22.937,386.582 
100,22.937,386.582 
110,22.937,386.582 
120,22.937,386.582 
130,22.937,386.582 
140,22.937,386.582 
150,22.937,386.582 
160,22.937,386.582 
170,22.937,386.582 
180,22.937,6867.09 
190,22.937,6867.09 
200,22.937,6867.09 
210,22.937,6867.09 
220,22.937,6867.09 
230,22.937,6867.09 
240,22.937,6867.09 
250,22.937,6867.09 
260,22.937,6867.09 
270,22.937,6867.09 
280,22.937,6867.09 
290,22.937,6867.09 
300,22.937,6867.09 
310,22.937,6867.09 
320,22.937,6867.09 
330,22.937,6867.09 
340,22.937,6867.09 
350,22.937,6867.09 
360,22.937,6867.09 
370,22.937,6867.09 
380,22.937,6867.09 
390,22.937,6867.09 
400,22.937,6867.09 
410,22.937,6867.09 
420,22.937,6867.09 
430,22.937,6867.09 
440,101.163,6867.09 
450,101.163,6867.09 
460,198.099,6867.09 
470,198.099,6867.09 
480,198.099,6867.09 
490,198.099,6867.09 
500,198.099,6867.09 
510,198.099,6867.09 
520,198.099,7989.183 
530,198.099,7989.183 
541,198.099,7989.183 
550,198.099,7989.183 
560,198.099,60021.703 
570,198.099,60021.703 
580,212.882,60021.703 
590,212.882,60021.703 
600,212.882,60021.703 
610,212.882,60021.703 
620,212.882,60021.703 
630,212.882,60021.703 
640,212.882,60021.703 
650,212.882,60021.703 
660,212.882,60021.703 
670,212.882,60021.703 
680,212.882,60021.703 
690,212.882,60022.322 
700,212.882,60022.322 
710,212.882,60022.322 
720,212.882,60022.322 
730,212.882,60022.322 
740,212.882,60022.322 
750,212.882,60022.322 
760,212.882,60022.322 
