time,users,connected 
0,5,5 
10,17,12 
20,25,8 
30,38,12 
40,44,7 
50,45,-2 
60,45,-3 
70,48,8 
80,54,6 
90,62,8 
100,64,1 
110,67,3 
120,70,3 
130,74,5 
140,81,8 
150,96,15 
160,105,8 
170,117,13 
180,139,20 
190,169,31 
200,209,40 
210,235,21 
220,268,7 
230,299,1 
240,334,17 
250,371,-1 
260,396,20 
270,418,12 
280,418,-7 
290,418,0 
300,424,47 
310,464,6 
320,503,-11 
330,554,32 
340,595,6 
350,615,2 
360,648,38 
370,704,44 
380,754,20 
390,833,9 
400,878,-1 
410,908,12 
420,925,23 
430,929,-8 
440,966,49 
450,982,9 
460,1010,5 
470,1048,-3 
480,1109,21 
490,1165,41 
500,1213,20 
510,1250,-3 
520,1270,0 
530,1276,12 
540,1297,34 
550,1359,19 
560,1440,35 
570,1512,7 
580,1610,82 
590,1687,33 
600,1716,-8 
610,1799,35 
620,1841,10 
630,1873,33 
640,1876,-32 
650,1876,8 
660,1876,-1 
670,1893,36 
680,1919,-75 
690,1919,-14 
700,1919,6 
710,1919,57 
720,1919,-252 
730,1919,-253 
740,1919,-95 
750,1919,-27 
760,1919,-67 
770,1919,-146 
780,1919,-52 
790,1919,-11 
800,1919,-8 
810,1919,-1 
820,1919,-1 
830,1919,1 
833,1919,-1 
