time,users,connected 
0,5,5 
10,17,17 
20,25,25 
30,38,37 
40,43,44 
50,41,42 
60,41,39 
70,47,47 
80,53,53 
90,62,61 
100,62,62 
110,65,65 
120,67,68 
130,73,73 
140,81,81 
150,96,96 
160,104,104 
170,117,117 
180,138,137 
190,168,168 
200,209,208 
210,235,229 
220,268,236 
230,299,237 
240,334,254 
250,371,253 
260,392,273 
270,417,285 
280,395,278 
290,391,278 
300,423,325 
310,464,331 
320,500,320 
330,554,352 
340,594,358 
350,604,360 
360,647,398 
370,704,442 
380,754,462 
390,833,471 
400,874,470 
410,907,482 
420,917,505 
430,929,497 
440,964,546 
450,974,555 
460,1009,560 
470,1048,557 
480,1107,578 
490,1156,619 
500,1207,639 
510,1239,636 
520,1256,636 
530,1272,648 
540,1297,682 
550,1356,701 
560,1438,736 
570,1511,743 
580,1607,825 
590,1681,858 
600,1715,850 
610,1799,885 
620,1840,895 
630,1873,928 
640,1861,896 
650,1842,904 
660,1849,903 
670,1893,939 
680,1887,864 
690,1878,850 
700,1873,856 
710,1837,913 
720,1564,661 
730,1240,408 
740,940,313 
750,656,286 
760,362,219 
770,135,73 
780,38,21 
790,15,10 
800,3,2 
810,2,1 
820,1,0 
830,1,1 
833,0,0 
