time,users,connected 
0,7,6 
10,21,15 
20,25,4 
30,37,12 
40,47,10 
50,48,-3 
60,55,11 
70,67,12 
80,69,1 
90,78,9 
100,78,-9 
110,78,-5 
120,79,16 
130,83,-3 
140,83,5 
150,97,15 
160,97,-4 
170,97,-10 
180,109,26 
190,136,28 
200,150,14 
210,164,13 
220,177,10 
230,177,2 
240,179,1 
250,214,35 
260,259,47 
270,277,15 
280,296,14 
290,301,9 
300,320,22 
310,350,31 
320,401,49 
330,437,38 
340,489,46 
350,529,42 
360,595,43 
370,693,31 
380,774,31 
390,833,13 
400,894,10 
410,942,3 
420,967,1 
430,1001,30 
440,1010,-33 
450,1044,34 
460,1057,16 
470,1066,-37 
480,1094,14 
490,1137,25 
500,1188,26 
510,1223,25 
520,1238,-20 
530,1272,24 
540,1319,40 
550,1395,52 
560,1460,58 
570,1489,-45 
580,1545,-46 
590,1584,31 
600,1584,-19 
610,1584,104 
620,1641,27 
630,1699,-10 
640,1756,-2 
650,1779,-12 
660,1779,49 
670,1779,17 
680,1779,-61 
690,1779,7 
700,1779,-39 
710,1779,41 
720,1779,-168 
730,1779,-285 
740,1779,-100 
750,1779,-43 
760,1779,-73 
770,1779,-170 
780,1779,-73 
790,1779,-28 
800,1779,-7 
810,1779,-5 
814,1779,0 
