time,users,connected 
0,7,6 
10,21,21 
20,25,25 
30,37,37 
40,47,47 
50,44,44 
60,55,55 
70,67,67 
80,68,68 
90,76,77 
100,68,68 
110,64,63 
120,79,79 
130,76,76 
140,81,81 
150,95,96 
160,92,92 
170,82,82 
180,108,108 
190,136,136 
200,150,150 
210,163,163 
220,173,173 
230,176,175 
240,179,176 
250,214,211 
260,259,258 
270,276,273 
280,289,287 
290,295,296 
300,320,318 
310,350,349 
320,397,398 
330,437,436 
340,484,482 
350,529,524 
360,594,567 
370,691,598 
380,774,629 
390,833,642 
400,890,652 
410,929,655 
420,963,656 
430,996,686 
440,1002,653 
450,1038,687 
460,1057,703 
470,1050,666 
480,1094,680 
490,1137,705 
500,1188,731 
510,1219,756 
520,1225,736 
530,1264,760 
540,1314,800 
550,1393,852 
560,1458,910 
570,1489,865 
580,1545,819 
590,1542,850 
600,1508,831 
610,1571,935 
620,1641,962 
630,1696,952 
640,1751,950 
650,1748,938 
660,1753,987 
670,1758,1004 
680,1756,943 
690,1758,950 
700,1739,911 
710,1729,952 
720,1543,784 
730,1212,499 
740,908,399 
750,630,356 
760,350,283 
770,125,113 
780,40,40 
790,12,12 
800,5,5 
810,0,0 
814,0,0 
