time,recvpackets@tsung_controller@ip-172-31-19-141 
10,151 
20,301 
30,735 
40,1223 
50,1531 
60,3078 
70,3171 
80,3171 
90,3171 
100,3171 
110,3171 
120,3171 
130,3171 
140,3171 
150,3468 
160,3814 
170,3814 
180,3814 
190,3814 
200,4214 
210,5546 
220,7210 
230,7210 
240,7210 
250,7210 
260,7231 
270,9432 
280,10545 
290,11574 
300,12763 
310,13097 
320,14138 
330,15094 
340,17681 
350,18058 
360,18058 
370,18762 
380,19784 
390,21737 
400,23616 
410,25948 
420,27001 
430,27902 
440,29156 
450,29156 
460,30345 
470,30345 
480,30345 
490,30345 
500,31023 
510,32461 
520,32553 
530,33380 
540,35029 
550,35029 
560,35029 
570,35369 
580,41486 
590,41486 
600,41486 
610,43446 
620,43446 
630,43446 
640,43446 
650,45345 
660,45345 
670,45345 
680,45345 
690,45345 
700,45345 
710,46344 
720,46344 
730,46344 
740,46344 
750,46344 
760,46344 
770,46344 
780,46344 
790,46344 
800,46344 
810,46344 
