time,users_count,finish_users_count 
0,0.7,0 
10,1.4,0 
20,0.4,0 
30,1.2,0 
40,1.1,0.1 
50,0.5,0.8 
60,2,0.9 
70,1.6,0.4 
80,1.7,1.6 
90,1.5,0.7 
100,0.8,1.6 
110,1.4,1.8 
120,2.5,1 
130,1.5,1.8 
140,1.9,1.4 
150,2,0.6 
160,1.8,2.1 
170,1.5,2.5 
180,3.8,1.2 
190,4.6,1.8 
200,2.8,1.4 
210,3.3,2 
220,3.2,2.2 
230,3.5,3.2 
240,5.5,5.2 
250,6.6,3.1 
260,6.6,2.1 
270,5.5,3.8 
280,5.4,4.1 
290,5.6,5 
300,8.5,6 
310,9.1,6.1 
320,11.1,6.4 
330,10,6 
340,10.5,5.8 
350,9.4,4.9 
360,14.2,7.7 
370,16.5,6.8 
380,16.3,8 
390,15,9.1 
400,17.3,11.6 
410,15.4,11.5 
420,18.1,14.7 
430,19.9,16.6 
440,16.7,16.1 
450,20.3,16.7 
460,19.6,17.7 
470,18.7,19.4 
480,22.2,17.8 
490,23,18.7 
500,24,18.9 
510,21.9,18.8 
520,20.7,20.1 
530,23.6,19.7 
540,27.9,22.9 
550,31.6,23.7 
560,30.5,24 
570,25.2,22.1 
580,27.8,22.2 
590,25.9,26.2 
600,25.3,28.7 
610,36.6,30.3 
620,34.5,27.5 
630,34.4,28.9 
640,32.7,27.2 
650,28,28.3 
660,33.2,32.7 
670,34.9,34.4 
680,32,32.2 
690,31.3,31.1 
700,27.2,29.1 
710,35,36 
720,13.3,31.9 
730,0,33.1 
740,0,30.4 
750,0,27.8 
760,0,28 
770,0,22.5 
780,0,8.5 
790,0,2.8 
800,0,0.7 
810,0,0.5 
814,0,0 
