time,sentpackets@tsung_controller@ip-172-31-19-141 
10,121 
20,230 
30,398 
40,690 
50,939 
60,2068 
70,2129 
80,2129 
90,2129 
100,2129 
110,2129 
120,2129 
130,2129 
140,2129 
150,2129 
160,2257 
170,2347 
180,2347 
190,2347 
200,2636 
210,3188 
220,4145 
230,4145 
240,4264 
250,4264 
260,4264 
270,5418 
280,5930 
290,6663 
300,7330 
310,7617 
320,8333 
330,8810 
340,9567 
350,9567 
360,9567 
370,10410 
380,11287 
390,12684 
400,14738 
410,16698 
420,17901 
430,18901 
440,19692 
450,19761 
460,21143 
470,21143 
480,21143 
490,21568 
500,21991 
510,22981 
520,23745 
530,24371 
540,25895 
550,25895 
560,25895 
570,26776 
580,31932 
590,31932 
600,31932 
610,34898 
620,34898 
630,34898 
640,34898 
650,35737 
660,35920 
670,36436 
680,36436 
690,36436 
700,36436 
710,37357 
720,37357 
730,37357 
740,37357 
750,37357 
760,37357 
770,37357 
780,37357 
790,37357 
800,37357 
810,37357 
