time,size_sent,size_rcv 
0,1.39140625,67.88828125 
10,10.4875,254.9015625 
20,51.74921875,545.30703125 
30,88.14375,942.471875 
40,136.80625,1357.9890625 
50,156.565625,1515.028125 
60,171.6921875,1715.4171875 
70,196.3859375,1946.7734375 
80,246.8203125,2305.0984375 
90,268.53515625,2558.815625 
100,295.35546875,2651.84609375 
110,250.09296875,2279.21171875 
120,221.06015625,2208.15546875 
130,261.67890625,2440.6234375 
140,321.36640625,3071.31015625 
150,337.01484375,3190.4171875 
160,331.75546875,3028.978125 
170,271.709375,2523.1796875 
180,302.3015625,2998.81875 
190,346.2546875,3516.61640625 
200,444.9015625,4391.64140625 
210,613.0484375,5730.10546875 
220,661.309375,6272.75546875 
230,614.16171875,5640.8515625 
240,581.409375,5470.41640625 
250,594.91640625,5848.57265625 
260,744.89921875,7538.6171875 
270,892.55078125,8476.5390625 
280,1017.69140625,9503.84375 
290,1095.9765625,10306.76171875 
300,1093.05,10358.21328125 
310,1125.44140625,10740.5875 
320,1235.8390625,12070.45 
330,1422.18671875,13509.1359375 
340,1493.26015625,13825.34296875 
350,1447.875,13555.55859375 
360,1443.6015625,13325.15078125 
370,1547.7828125,13589.93359375 
380,1692.3625,13565.5421875 
390,1884.88203125,13563.25 
400,2059.61015625,14140.4265625 
410,2117.33515625,13208.4390625 
420,2283.81171875,13717.40546875 
430,2333.49140625,14303.1921875 
440,2426.07578125,13716.74453125 
450,2494.71328125,14032.0875 
460,2489.37421875,13810.3421875 
470,2520.734375,13655.3859375 
480,2482.0515625,12519.7125 
490,2366.625,13269.4 
500,2654.628125,13938.97890625 
510,2722.0765625,13619.07890625 
520,2855.40390625,13670.07265625 
530,3003.05078125,13846.96875 
540,2954.4453125,13441.84609375 
550,2953.92578125,13375.51484375 
560,2870.528125,12110.7859375 
570,3208.61015625,14594.01171875 
580,3511.10625,14179.34296875 
590,3567.884375,14574.8296875 
600,3400.253125,13327.2953125 
610,3516.9984375,13883.63046875 
620,3486.3015625,13993.053125 
630,3509.38984375,14105.6046875 
640,4026.35546875,15715.11484375 
650,3762.4859375,14246.86875 
660,3965.84765625,14569.5421875 
670,3912.46953125,14609.2484375 
680,3936.06796875,14454.83125 
690,3996.528125,14749.15390625 
700,3816.2625,13957.8109375 
710,4027.85078125,14119.11328125 
720,3623.26796875,12074.153125 
730,3638.103125,12100.9359375 
740,3059.940625,11942.15859375 
750,2274.50078125,10508.4125 
760,1369.5671875,8312.765625 
770,851.86875,5988.8609375 
780,310.565625,1982.71875 
790,104.65234375,739.5265625 
800,40.5,312.7203125 
810,10.5359375,52.97890625 
814,0,0 
