time,users,connected 
0,6,6 
10,17,11 
20,26,9 
30,34,5 
40,39,7 
50,42,1 
60,42,-5 
70,45,4 
80,49,11 
90,50,-1 
100,55,3 
110,59,8 
120,66,5 
130,69,1 
140,79,6 
150,81,5 
160,84,7 
170,88,2 
180,100,10 
190,118,22 
200,136,11 
210,158,24 
220,191,23 
230,195,2 
240,216,24 
250,247,17 
260,271,26 
270,271,-11 
280,275,14 
290,277,-16 
300,290,30 
310,329,30 
320,376,22 
330,450,54 
340,483,-10 
350,515,31 
360,542,20 
370,620,41 
380,668,-14 
390,728,46 
400,763,14 
410,794,16 
420,846,73 
430,894,56 
440,964,75 
450,1079,147 
460,1179,90 
470,1279,64 
480,1400,70 
490,1544,104 
500,1678,101 
510,1782,71 
520,1879,67 
530,1942,18 
540,2046,62 
550,2161,129 
560,2244,69 
570,2338,1 
580,2420,25 
590,2479,59 
600,2554,55 
610,2665,104 
620,2708,35 
630,2781,26 
640,2809,-76 
650,2809,-33 
660,2809,-14 
670,2811,48 
680,2811,118 
690,2825,-131 
700,2825,-51 
710,2828,97 
720,2828,-188 
730,2828,-432 
740,2828,-216 
750,2828,-119 
760,2828,-118 
770,2828,-205 
780,2828,-183 
790,2828,-259 
800,2828,-141 
810,2828,-94 
820,2828,-12 
829,2828,-3 
