time,page 
0,25.021 
10,177.018 
20,291.459 
30,291.459 
40,291.459 
50,291.459 
60,291.459 
70,291.459 
80,291.459 
90,343.24 
100,343.24 
110,343.24 
120,343.24 
130,343.24 
140,343.24 
150,343.24 
160,343.24 
170,343.24 
180,343.24 
190,343.24 
200,343.24 
210,343.24 
220,343.24 
230,343.24 
240,343.24 
250,343.24 
260,343.24 
270,343.24 
280,343.24 
290,374.639 
300,374.639 
310,374.639 
320,374.639 
330,411.918 
340,803.608 
350,803.608 
360,994.691 
370,1176.111 
380,2275.944 
390,3717.446 
400,3717.446 
410,3717.446 
420,3717.446 
430,6198.28 
440,7328.6 
450,9697.978 
460,13121.22 
470,13931.223 
480,14746.447 
490,15295.625 
500,17070.749 
510,17070.749 
520,19177.066 
530,19177.066 
540,19177.066 
550,20026.319 
560,20026.319 
570,27786.672 
580,27786.672 
590,27786.672 
600,27786.672 
610,27786.672 
620,44364.832 
630,44364.832 
640,44364.832 
650,44364.832 
660,44364.832 
670,44364.832 
680,44364.832 
690,44364.832 
700,44364.832 
710,44364.832 
720,44364.832 
730,44364.832 
740,44364.832 
750,44364.832 
760,44364.832 
770,44364.832 
780,44364.832 
790,44364.832 
800,44364.832 
810,44364.832 
820,44364.832 
829,44364.832 
