time,page 
0,0.8 
10,1.8 
20,3.9 
30,9 
40,13.2 
50,16.2 
60,15.3 
70,15.7 
80,17.4 
90,18.3 
100,20.1 
110,22.4 
120,25.1 
130,26.2 
140,28.3 
150,28.7 
160,29.1 
170,32.9 
180,36.8 
190,36.7 
200,43.9 
210,54.8 
220,61.3 
230,75.3 
240,82.2 
250,90.6 
260,99.1 
270,102 
280,111.2 
290,112.1 
300,109.1 
310,113.1 
320,129.8 
330,154.5 
340,175.5 
350,192.9 
360,198.9 
370,218.6 
380,232.5 
390,236.7 
400,261.4 
410,265.2 
420,276.3 
430,270.7 
440,256.7 
450,251.5 
460,262.4 
470,265.8 
480,291.6 
490,316.3 
500,309.8 
510,371.7 
520,396.2 
530,422 
540,450.2 
550,462.6 
560,483.1 
570,485.2 
580,533.5 
590,564.7 
600,596 
610,607.5 
620,628 
630,634.5 
640,627.5 
650,675.9 
660,693.3 
670,695.4 
680,656.1 
690,691.4 
700,665.7 
710,624.4 
720,669 
730,651.9 
740,584.1 
750,448.4 
760,353.9 
770,246 
780,192.3 
790,182.9 
800,128.3 
810,30.3 
820,3.9 
829,0.4 
