time,connect,request 
0,1.482,7.476 
10,1.423,7.378 
20,1.2,6.539 
30,1.2,0.759 
40,1.168,0.759 
50,1.114,0.759 
60,1.114,0.759 
70,1.114,0.759 
80,1.105,0.759 
90,1.105,0.759 
100,1.105,0.759 
110,1.105,0.759 
120,1.073,0.759 
130,1.073,0.759 
140,1.043,0.72 
150,1.043,0.72 
160,1.043,0.72 
170,1.043,0.72 
180,1.043,0.72 
190,1.043,0.72 
200,1.043,0.703 
210,1.043,0.703 
220,1.043,0.703 
230,1.043,0.703 
240,1.025,0.703 
250,1.023,0.703 
260,1.022,0.688 
270,1.022,0.688 
280,1.022,0.685 
290,0.979,0.685 
300,0.979,0.685 
310,0.979,0.685 
320,0.769,0.685 
330,0.769,0.673 
340,0.769,0.673 
350,0.769,0.673 
360,0.769,0.673 
370,0.769,0.673 
380,0.769,0.673 
390,0.769,0.672 
400,0.769,0.672 
410,0.764,0.672 
420,0.764,0.671 
430,0.764,0.671 
440,0.764,0.67 
450,0.764,0.67 
460,0.764,0.67 
470,0.764,0.67 
480,0.764,0.67 
490,0.764,0.67 
500,0.764,0.67 
510,0.764,0.67 
520,0.764,0.668 
530,0.764,0.668 
540,0.764,0.668 
550,0.764,0.668 
560,0.764,0.668 
570,0.764,0.668 
580,0.764,0.668 
590,0.764,0.668 
600,0.764,0.668 
610,0.764,0.668 
620,0.764,0.668 
630,0.764,0.668 
640,0.764,0.668 
650,0.764,0.668 
660,0.764,0.668 
670,0.764,0.668 
680,0.764,0.668 
690,0.764,0.668 
700,0.764,0.668 
710,0.764,0.668 
720,0.764,0.668 
730,0.764,0.668 
740,0.764,0.668 
750,0.764,0.668 
760,0.764,0.668 
770,0.764,0.668 
780,0.764,0.668 
790,0.764,0.668 
800,0.764,0.668 
810,0.764,0.668 
820,0.764,0.668 
829,0.764,0.668 
