time,200,500,422,400,302 
0,0.8,,,, 
10,1.7,,,,0.5 
20,3.5,,,,1.7 
30,6.2,0.3,0.2,0.6,7 
40,9.2,0.7,0.2,0.6,10.4 
50,10.5,0.2,0.5,1.2,12.7 
60,9.9,0.2,0.3,0.9,10.7 
70,10.9,0.4,0.3,0.5,11.1 
80,12.1,0.4,0.3,0.6,13 
90,12.5,0.5,0.2,0.4,13.9 
100,13.5,0.4,0.3,0.7,15.7 
110,16,0.1,0.2,0.3,16.8 
120,17.4,0.2,0.2,0.3,19 
130,17.9,0.7,0.2,0.4,20.7 
140,19,0.9,0.4,1.5,21.1 
150,19.3,0.5,0.4,1,20.5 
160,21,0.3,0.1,0.3,22.8 
170,22.7,0.5,0.3,0.7,26.6 
180,24.5,0.9,0.4,1.7,27 
190,26.1,0.5,0.2,0.7,25.3 
200,31.1,1.9,0.7,2.1,29.1 
210,36.9,1.9,1.2,2.5,41.4 
220,39.7,3.9,3,6.4,41.4 
230,47.3,5.1,2.5,7.2,50.4 
240,50.7,6.1,3.8,8.4,54 
250,56.8,6,4.1,10.5,60.3 
260,61,8.5,4.7,11.3,60.6 
270,59.4,8.3,7,15.4,66.9 
280,64.1,9,7.6,18.6,68.8 
290,64.3,10.4,7.3,19.3,67.2 
300,64.5,9.8,6.9,15.6,62.7 
310,68.2,9.6,6.3,16.3,66 
320,75.3,13.5,9.9,23.3,73.3 
330,84.4,20.3,13.8,38.4,76.5 
340,86,28.4,19.3,53.6,80.5 
350,89.8,32.2,25.6,63.5,79.1 
360,83.9,36.7,31,77.8,71.7 
370,92.1,45.4,33.7,83.3,69 
380,88.1,49.1,43.4,109.3,59 
390,80.2,54.5,46.4,125.3,52 
400,90.2,54.7,55.4,141,53.7 
410,86.2,58.3,58.6,144.9,51.3 
420,88.7,60.7,60.7,152.2,54.6 
430,96.4,56.2,59,139.3,52.6 
440,88.1,52.6,55,135.1,56.4 
450,99.6,45,52.1,127.4,51.9 
460,108.5,48.6,48.5,121.5,65.1 
470,94.5,56.5,56.2,136.4,55.8 
480,103.8,58,63.8,158.7,60.8 
490,109.9,64.9,69.2,176.7,60 
500,98.7,70.2,70.1,180,51.2 
510,116.1,78.9,88.3,224.9,60.7 
520,122.2,84.9,91.9,242,57.2 
530,123,95.2,103.9,261.2,59.2 
540,135,98.8,111.1,274.3,57.5 
550,140.5,99.3,111.5,283.3,59.2 
560,145,105.2,120.2,297.1,54.8 
570,141.6,112.7,120.1,301.9,47.4 
580,160.4,111.9,134.8,344.1,54.3 
590,161.8,122,141.7,367.1,57.9 
600,163.2,128.4,157.6,391,57.6 
610,178.1,128.8,155.6,392.4,55.8 
620,173.4,135.8,165.5,410.2,53.8 
630,171.2,144.2,167.7,415.2,53.1 
640,165.5,144.9,166.8,419.7,54.8 
650,171.4,144.2,189.3,465.8,60.6 
660,176.9,152,187.2,478.6,54.1 
670,184.9,154.2,186.5,457.5,52.5 
680,179.7,140.3,176.7,428,56.2 
690,170.8,166.8,187.2,452.6,46.7 
700,179.8,145.2,181,444,55 
710,174.3,133.5,163.5,414.7,51.7 
720,155.6,154.7,188,468,49.8 
730,131.1,150.8,193.3,477.7,50.3 
740,116.2,129.5,176.3,427.8,44.4 
750,85,116.8,128.4,300.6,36.9 
760,63.1,101,99.6,206.2,45.3 
770,47.7,75.7,65.9,117.4,40 
780,49.1,55.7,39.7,75.3,45 
790,47.8,57.9,35.7,65.9,41 
800,48.8,25.4,20,29.5,36.1 
810,15.4,0.8,1.1,1.4,16.5 
820,1.8,0.2,0.1,0.1,2.3 
829,0.1,0,0,0,0.3 
