time,load@tsung_controller@ip-172-31-29-45 
0,0.01953125 
10,0.01953125 
20,0.01953125 
30,0.01171875 
40,0.01171875 
50,0.01171875 
60,0.01171875 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0 
150,0.078125 
160,0.0703125 
170,0.05859375 
180,0.05078125 
190,0.0390625 
200,0.03125 
210,0.03125 
220,0.01953125 
230,0.01953125 
240,0.01953125 
250,0.01171875 
260,0.171875 
270,0.140625 
280,0.12109375 
290,0.1015625 
300,0.23046875 
310,0.19921875 
320,0.23828125 
330,0.19921875 
340,0.25 
350,0.37109375 
360,0.62109375 
370,0.53125 
380,0.609375 
390,0.51171875 
400,0.4296875 
410,0.37109375 
420,0.46875 
430,0.69921875 
440,0.6015625 
450,0.73046875 
460,0.609375 
470,0.58984375 
480,0.5 
490,0.6484375 
500,0.69921875 
510,0.75 
520,0.80078125 
530,0.8984375 
540,1.078125 
550,1.21875 
560,1.33984375 
570,1.2109375 
580,1.1796875 
590,1.30078125 
600,1.3984375 
610,1.421875 
620,1.359375 
630,1.30078125 
640,1.25 
650,1.21875 
660,1.26171875 
670,1.21875 
680,1.171875 
690,1.140625 
700,1.12109375 
710,1.1015625 
720,1.078125 
730,1.0703125 
740,1.05859375 
750,1.05078125 
760,1.0390625 
770,1.0390625 
780,0.87890625 
790,0.73828125 
800,0.62890625 
810,0.53125 
820,0.44921875 
829,0.37890625 
