time,sentpackets@tsung_controller@ip-172-31-29-45 
10,75 
20,194.0 
30,268.0 
40,617.0 
50,863.0 
60,934.0 
70,921.0 
80,965.0 
90,1104.0 
100,1098.0 
110,1252.0 
120,1407.0 
130,1645.0 
140,1590.0 
150,1704.0 
160,1727.0 
170,1821.0 
180,2057.0 
190,2220.0 
200,2266.0 
210,2733.0 
220,3474.0 
230,4089.0 
240,4634.0 
250,5214.0 
260,5660.0 
270,6038.0 
280,6082.0 
290,6675.0 
300,6559.0 
310,6602.0 
320,7169.0 
330,8230.0 
340,9651.0 
350,10866.0 
360,11989.0 
370,12539.0 
380,13854.0 
390,14547.0 
400,15364.0 
410,17199.0 
420,17278.0 
430,17462.0 
440,16681.0 
450,16597.0 
460,16580.0 
470,16598.0 
480,17147.0 
490,18911.0 
500,20028.0 
510,20863.0 
520,22754.0 
530,24202.0 
540,25750.0 
550,27211.0 
560,27171.0 
570,28402.0 
580,30014.0 
590,31653.0 
600,32829.0 
610,35036.0 
620,34727.0 
630,35661.0 
640,36582.0 
650,38611.0 
660,38718.0 
670,40004.0 
680,39748.0 
690,36843.0 
700,38475.0 
710,38024.0 
720,38707.0 
730,37403.0 
740,36079.0 
750,31706.0 
760,24068.0 
770,16120.0 
780,12170.0 
790,9606.0 
800,8717.0 
810,4313.0 
820,624.0 
829,81.0 
