time,users_count,finish_users_count 
0,0.6,0 
10,1.1,0 
20,0.9,0 
30,0.8,0 
40,0.6,0.1 
50,0.6,0.5 
60,0.8,1.1 
70,1.1,0.9 
80,1.3,0.5 
90,1,0.8 
100,1.2,0.8 
110,1.6,1 
120,1.8,1.2 
130,1.2,1.1 
140,1.8,1 
150,1.9,1.6 
160,1.7,1 
170,1.6,1.4 
180,2.9,1.8 
190,3.6,1.5 
200,3.7,2.1 
210,3.7,1.6 
220,5.1,1.5 
230,3.4,3.7 
240,5.7,3.1 
250,6.3,3 
260,7,4.7 
270,4.3,5 
280,5.5,4.3 
290,5.4,6 
300,7.6,5.7 
310,9.7,5.6 
320,9.4,4.9 
330,12.3,4.7 
340,10,6.7 
350,10.9,7.8 
360,11.5,8.7 
370,17.3,9.8 
380,14.7,9.9 
390,15.5,9.2 
400,14.5,11.1 
410,14.7,12.2 
420,17.4,11.7 
430,18.1,13.2 
440,16.6,9.6 
450,21.8,10.4 
460,20.5,10.5 
470,19.3,9.2 
480,21.5,9.4 
490,23.9,9.6 
500,23.1,9.6 
510,22.1,11.6 
520,22.5,12.9 
530,22.3,15.9 
540,29.5,19.5 
550,30.4,18.5 
560,31.1,22.8 
570,30.4,21.1 
580,31.7,23.4 
590,29.9,24.5 
600,34.4,26.4 
610,37.5,26.4 
620,33.6,29.8 
630,35.6,28 
640,30.2,28.4 
650,28.2,30.4 
660,31.4,30.4 
670,34.4,33.8 
680,36.6,35.9 
690,35.3,37.1 
700,32.5,33.1 
710,35.2,31.2 
720,10.5,33.3 
730,0,35.6 
740,0,35.9 
750,0,34.9 
760,0,34.9 
770,0,31.1 
780,0,25 
790,0,24.3 
800,0,25.9 
810,0,9.5 
820,0,1.2 
829,0,0.3 
