time,users,connected 
0,6,6 
10,17,17 
20,26,26 
30,34,31 
40,39,38 
50,40,39 
60,37,34 
70,39,38 
80,47,49 
90,49,48 
100,53,51 
110,59,59 
120,65,64 
130,66,65 
140,74,71 
150,77,76 
160,84,83 
170,86,85 
180,97,95 
190,118,117 
200,134,128 
210,155,152 
220,191,175 
230,188,177 
240,214,201 
250,247,218 
260,270,244 
270,263,233 
280,275,247 
290,269,231 
300,288,261 
310,329,291 
320,374,313 
330,450,367 
340,483,357 
350,514,388 
360,542,408 
370,617,449 
380,665,435 
390,728,481 
400,762,495 
410,787,511 
420,844,584 
430,893,640 
440,963,715 
450,1077,862 
460,1177,952 
470,1278,1016 
480,1399,1086 
490,1542,1190 
500,1677,1291 
510,1782,1362 
520,1878,1429 
530,1942,1447 
540,2042,1509 
550,2161,1638 
560,2244,1707 
570,2337,1708 
580,2420,1733 
590,2474,1792 
600,2554,1847 
610,2665,1951 
620,2703,1986 
630,2779,2012 
640,2797,1936 
650,2775,1903 
660,2785,1889 
670,2791,1937 
680,2798,2055 
690,2780,1924 
700,2774,1873 
710,2814,1970 
720,2586,1782 
730,2230,1350 
740,1871,1134 
750,1522,1015 
760,1173,897 
770,862,692 
780,612,509 
790,369,250 
800,110,109 
810,15,15 
820,3,3 
829,0,0 
