time,users_count,finish_users_count 
0,6,0 
10,17,0 
20,26,0 
30,34,0 
40,40,1 
50,46,6 
60,54,17 
70,65,26 
80,78,31 
90,88,39 
100,100,47 
110,116,57 
120,134,69 
130,146,80 
140,164,90 
150,183,106 
160,200,116 
170,216,130 
180,245,148 
190,281,163 
200,318,184 
210,355,200 
220,406,215 
230,440,252 
240,497,283 
250,560,313 
260,630,360 
270,673,410 
280,728,453 
290,782,513 
300,858,570 
310,955,626 
320,1049,675 
330,1172,722 
340,1272,789 
350,1381,867 
360,1496,954 
370,1669,1052 
380,1816,1151 
390,1971,1243 
400,2116,1354 
410,2263,1476 
420,2437,1593 
430,2618,1725 
440,2784,1821 
450,3002,1925 
460,3207,2030 
470,3400,2122 
480,3615,2216 
490,3854,2312 
500,4085,2408 
510,4306,2524 
520,4531,2653 
530,4754,2812 
540,5049,3007 
550,5353,3192 
560,5664,3420 
570,5968,3631 
580,6285,3865 
590,6584,4110 
600,6928,4374 
610,7303,4638 
620,7639,4936 
630,7995,5216 
640,8297,5500 
650,8579,5804 
660,8893,6108 
670,9237,6446 
680,9603,6805 
690,9956,7176 
700,10281,7507 
710,10633,7819 
720,10738,8152 
730,10738,8508 
740,10738,8867 
750,10738,9216 
760,10738,9565 
770,10738,9876 
780,10738,10126 
790,10738,10369 
800,10738,10628 
810,10738,10723 
820,10738,10735 
829,10738,10738 
