time,page 
0,25.842 
10,278.982 
20,278.982 
30,278.982 
40,278.982 
50,344.92 
60,344.92 
70,344.92 
80,344.92 
90,344.92 
100,344.92 
110,344.92 
120,344.92 
130,447.609 
140,447.609 
150,447.609 
160,447.609 
170,447.609 
180,459.547 
190,459.547 
200,555.008 
210,555.008 
220,555.008 
230,803.55 
240,803.55 
250,803.55 
260,803.55 
270,1159.945 
280,1738.244 
290,2208.468 
300,2535.936 
310,4483.998 
320,5073.789 
330,5073.789 
340,5811.508 
350,6196.491 
360,6196.491 
370,6196.491 
380,6196.491 
390,6669.336 
400,6734.758 
410,6734.758 
420,6734.758 
430,6734.758 
440,6734.758 
450,6952.836 
460,6952.836 
470,6952.836 
480,6952.836 
490,6952.836 
500,6952.836 
510,6952.836 
520,6952.836 
530,7610.886 
540,7610.886 
550,7610.886 
560,7610.886 
570,7610.886 
580,7610.886 
590,7610.886 
600,7610.886 
610,7610.886 
620,8096.97 
630,8096.97 
640,8096.97 
650,8096.97 
660,9460.295 
670,13808.974 
680,14424.301 
690,34916.723 
700,34916.723 
710,60045.872 
720,60045.872 
730,60045.872 
740,60045.872 
750,60045.872 
760,60045.872 
770,60045.872 
780,60045.872 
790,60045.872 
800,60045.872 
810,60045.872 
820,60045.872 
830,60045.872 
833,60045.872 
