time,connect,request 
0,14.606,25.842 
10,14.606,245.555 
20,14.606,245.555 
30,14.606,245.555 
40,14.606,245.555 
50,14.606,301.924 
60,14.606,301.924 
70,14.606,301.924 
80,14.606,301.924 
90,14.606,301.924 
100,14.606,301.924 
110,14.606,301.924 
120,23.529,301.924 
130,23.529,441.722 
140,23.529,441.722 
150,23.529,441.722 
160,23.529,441.722 
170,23.529,441.722 
180,23.529,441.722 
190,23.529,441.722 
200,23.529,458.486 
210,23.529,458.486 
220,23.529,458.486 
230,23.529,501.394 
240,23.529,501.394 
250,23.529,632.66 
260,23.529,632.66 
270,23.529,721.31 
280,23.529,975.281 
290,23.529,1240.527 
300,30.312,1446.303 
310,30.312,2688.098 
320,191.98,2951.202 
330,191.98,2951.202 
340,191.98,3359.815 
350,191.98,3504.273 
360,191.98,3504.273 
370,191.98,3504.273 
380,191.98,3504.273 
390,191.98,3728.259 
400,191.98,3748.309 
410,191.98,3748.309 
420,191.98,3748.309 
430,191.98,3748.309 
440,191.98,3748.309 
450,191.98,3846.777 
460,191.98,3930.794 
470,191.98,3930.794 
480,191.98,3930.794 
490,191.98,3930.794 
500,191.98,3930.794 
510,191.98,3930.794 
520,191.98,3930.794 
530,191.98,4190.271 
540,191.98,4190.271 
550,191.98,4190.271 
560,191.98,4190.271 
570,191.98,4190.271 
580,191.98,4190.271 
590,191.98,4190.271 
600,191.98,4402.597 
610,191.98,4873.91 
620,191.98,5384.078 
630,191.98,5384.078 
640,191.98,5384.078 
650,191.98,5384.078 
660,191.98,9452.891 
670,191.98,13798.35 
680,191.98,14424.301 
690,191.98,34916.723 
700,191.98,34916.723 
710,191.98,60039.426 
720,191.98,60039.426 
730,191.98,60039.426 
740,191.98,60039.426 
750,191.98,60039.426 
760,191.98,60039.426 
770,191.98,60039.426 
780,191.98,60039.426 
790,191.98,60039.426 
800,191.98,60039.426 
810,191.98,60039.426 
820,191.98,60039.426 
830,191.98,60039.426 
833,191.98,60039.426 
