time,users_count,finish_users_count 
0,15,0 
10,29,0 
20,39,0 
30,49,0 
40,58,5 
50,60,12 
60,71,23 
70,86,35 
80,99,48 
90,116,55 
100,130,62 
110,150,70 
120,160,84 
130,183,99 
140,204,120 
150,227,130 
160,251,144 
170,269,166 
180,298,179 
190,340,201 
200,382,220 
210,422,247 
220,449,272 
230,485,305 
240,541,337 
250,595,380 
260,642,410 
270,691,436 
280,752,463 
290,814,495 
300,905,543 
310,975,574 
320,1081,600 
330,1182,627 
340,1269,646 
350,1380,672 
360,1543,710 
370,1691,755 
380,1868,826 
390,2029,945 
400,2168,1079 
410,2336,1243 
420,2509,1389 
430,2689,1547 
440,2873,1713 
450,3059,1897 
460,3251,2061 
470,3451,2219 
480,3674,2372 
490,3894,2550 
500,4144,2757 
510,4392,2949 
520,4613,3169 
530,4839,3376 
540,5136,3604 
550,5457,3832 
560,5740,4079 
570,6053,4338 
580,6346,4582 
590,6665,4853 
600,6998,5145 
610,7373,5448 
620,7746,5760 
630,8079,6072 
640,8383,6380 
650,8713,6692 
660,9151,7025 
670,9585,7427 
680,9978,7765 
690,10298,8105 
700,10616,8436 
710,10948,8816 
720,10996,9219 
730,10996,9596 
740,10996,9921 
750,10996,10245 
760,10996,10466 
770,10996,10596 
780,10996,10743 
790,10996,10898 
800,10996,10970 
810,10996,10984 
820,10996,10994 
830,10996,10995 
833,10996,10996 
