time,502,200,500,422,400,302,504 
320,1.7,64.5,,0.2,1.1,63.8, 
330,0,66.9,,0.5,1.1,64.9, 
340,8.7,59,,0.5,5.8,62.1, 
350,24.5,65.7,,7.9,28.7,62.6, 
360,57.2,62.1,,14.5,67.2,59, 
370,79.4,65.4,0.2,20.4,105.1,54.6, 
380,106.9,62.6,0.6,28.5,147.7,47.6, 
390,130.3,62.3,1.6,31.8,179,39.9, 
400,141.1,58.7,3.6,34.5,201.2,36.3, 
410,138.9,59.9,5.3,33.6,194.5,34.2, 
420,132.5,65.8,6.6,41,211.5,41, 
430,142.9,66.3,9.2,36.9,210.8,35, 
440,143,62.6,8.7,35.4,206.4,32.1, 
450,152.3,54.7,8.8,35,203.1,33, 
460,148.9,63,6.7,38.8,209.1,33.8, 
470,170.8,58.3,7.7,33.3,230.4,35, 
480,170.5,63.9,7.3,33.8,237.5,35, 
490,193.7,62.8,7.4,43,266.2,34.2, 
500,223.1,58.4,8.8,34.6,284.3,32.5, 
510,221.9,60.4,8.2,39.8,294,27.2, 
520,224,63.4,8.3,41.9,303.8,29.4, 
530,243.6,57.6,9.5,39.8,323.9,26.1, 
540,254.8,61.2,10,41.4,334.6,28.4, 
550,254.7,69.6,11,45,342,26.3, 
560,252.6,64.4,11.5,46.4,337.6,24.3, 
570,286.2,64.4,10.9,50.8,387.4,23.9, 
580,295.1,72.2,11.7,48.9,415.2,24.3, 
590,317.5,71.4,15.5,54.9,429.8,22, 
600,339.2,64.8,14,49.5,451.9,18.6, 
610,358.7,61,13.8,45.7,450.8,16.7, 
620,333.7,75.7,15.8,56.6,451.6,18, 
630,355.5,76.4,17.8,59.1,486.1,18.5, 
640,320.6,82.6,17.1,64,483.4,16.8, 
650,366,70.1,23.2,58.9,519.9,9.9, 
660,477.1,19.4,13.3,20.9,519.9,0, 
670,490.2,20.8,13.2,20,515.9,0, 
680,478.9,24.5,15.5,26.6,538.4,0, 
690,476,31.7,16.2,31.6,571.7,0, 
700,451,35.9,19.1,36.9,565.1,0, 
710,469.1,39.3,19.2,41.9,585.8,0,0.5 
720,428.7,36.1,19.4,39.7,557.2,0,0 
730,355.8,30.1,20.1,39,488.1,0,0 
740,248.1,28.4,20.3,43,367.1,0,0 
750,164,18.9,19.7,30.8,221.1,0,0 
760,79.3,14.4,19,30,122.2,0,0 
770,26,7.6,16.4,26.7,63.9,0,0 
780,4.8,8.5,20.3,30.1,42.7,0,0 
790,0,7.8,20,25.4,28,0,0.5 
800,0,3.2,8.2,11.4,12.3,0,0 
810,0,1.2,2.6,2.9,4.2,0,0 
820,0,0.2,0.7,1.5,1,0,0 
830,0,0,0.3,0.1,0,0,0 
833,0,0,0,0.1,0,0,0 
