time,recvpackets@tsung_controller@ip-172-31-20-240 
10,2234 
20,2234 
30,2234 
40,2234 
50,2260 
60,2637 
70,2637 
80,2637 
90,2637 
100,2637 
110,2686 
120,3337 
130,3337 
140,3843 
150,3843 
160,4082 
170,4082 
180,4729 
190,5105 
200,6138 
210,6643 
220,7602 
230,8375 
240,8375 
250,8527 
260,8527 
270,9765 
280,10966 
290,11287 
300,11287 
310,11287 
320,11287 
330,11287 
340,11322 
350,11322 
360,13621 
370,16666 
380,18883 
390,20664 
400,22939 
410,23372 
420,24322 
430,25383 
440,25383 
450,25383 
460,25383 
470,25383 
480,25856 
490,27469 
500,28109 
510,29194 
520,29404 
530,30285 
540,30613 
550,32680 
560,33399 
570,33659 
580,35887 
590,38794 
600,38794 
610,39731 
620,39731 
630,41522 
640,42761 
650,46553 
660,46553 
670,46553 
680,46553 
690,46553 
700,46553 
710,46553 
720,46553 
730,46553 
740,46553 
750,46553 
760,46553 
770,46553 
780,46553 
790,46553 
800,46553 
810,46553 
820,46553 
830,46553 
