time,connect,request 
0,2.3084285714285717,10.849105263157893 
10,1.3937857142857144,38.90172916666666 
20,1.3567272727272723,26.715139130434782 
30,1.3286666666666664,29.506816037735856 
40,1.295,29.131979238754326 
50,1.185,31.811005899705016 
60,2.0061000000000004,29.16181268882174 
70,1.3277142857142858,25.439601374570454 
80,1.3018666666666663,28.16310661764706 
90,1.263,27.144340277777772 
100,1.5929999999999997,30.7259919354839 
110,1.4420999999999997,29.053045783132518 
120,3.914500000000001,28.305035634743934 
130,1.300909090909091,32.847959139784976 
140,1.3072272727272727,35.14281584158416 
150,1.2849130434782612,29.296426559356213 
160,1.2540869565217392,37.222375954198554 
170,1.296842105263158,32.468385416666635 
180,1.5670344827586202,40.141301059001506 
190,1.3256190476190468,46.27992702702702 
200,1.254285714285715,48.92577234803335 
210,1.2480500000000003,55.14229473684213 
220,1.4276153846153845,73.23273577235754 
230,1.2558,70.82605071770342 
240,1.5362363636363632,57.38486717998079 
250,1.512333333333334,89.96848617731169 
260,1.838063829787235,125.9658310344827 
270,1.4572307692307693,199.316296946565 
280,1.643830508474576,328.3514807272731 
290,1.2832258064516135,511.62406245181177 
300,1.63826595744681,668.7556627651791 
310,1.259477611940299,1017.8633417391318 
320,5.904399999999997,1474.4749741051019 
330,1.2616120689655177,1672.911602400599 
340,1.2738813559322024,2047.4010051395016 
350,1.351895184135977,1701.300853748676 
360,1.3800599739243806,1193.079888076924 
370,1.815,1007.8371867117824 
380,2.023515170670039,818.4926458492007 
390,2.5591605194805163,719.860468419866 
400,2.4023748231966047,680.8819459402613 
410,2.7383177480915992,661.3953745711821 
420,2.70029401330377,647.0564723113963 
430,2.7651089324618776,642.7340311315091 
440,3.2648301056338047,663.8563971732879 
450,2.671258924536831,661.3394290408693 
460,2.978153268551237,648.172283030182 
470,3.0029613978057688,588.9154444444429 
480,3.2216793330748246,577.6742510948884 
490,3.425653111739752,526.2252101103294 
500,3.720611328124994,510.6695128564756 
510,3.722238561060276,493.4562492709143 
520,3.8293431402911056,494.02978120805227 
530,3.9931428571428604,464.53405650684994 
540,3.7451753752084547,441.05875369660544 
550,3.8236031366294534,442.69889072936127 
560,4.437494845360819,422.94984919234327 
570,4.469310219859873,397.0892634774169 
580,5.567209006140567,374.6397675812782 
590,5.334720616988923,359.27989157155525 
600,6.104143601500624,348.19723731343333 
610,9.34527591151172,325.16662592436285 
620,10.050233723557191,381.8850013664057 
630,9.636004862867127,329.25087135946336 
640,12.798619233776442,325.39381316003255 
650,11.332643312101947,234.4568881999431 
660,7.284831193951142,270.6599548786281 
670,7.99338177561677,301.2713178945379 
680,8.926056798322282,306.2413386531389 
690,14.954336947456262,319.67851437699574 
700,16.951272604588386,306.6333049715784 
710,17.637393189848996,319.59815525746524 
720,12.668233187006123,299.52665785093353 
730,5.954507197791355,343.87736830261446 
740,4.301551416177593,439.34829056443374 
750,2.8066277461350713,662.5100090209022 
760,1.7731733812949626,1092.8367402793488 
770,0.8969863013698636,1771.9638371266021 
780,1.1070023094688224,2354.477271616542 
790,1.2703954248366003,1703.940368421051 
800,1.302082758620689,673.7679544159549 
810,1.290509090909091,326.00094495412833 
820,1.38075,299.09805882352936 
830,1.726,2507.2780000000002 
833,0,5.234 
