time,users_count,finish_users_count 
0,1.5,0 
10,1.4,0 
20,1,0 
30,1,0 
40,0.9,0.5 
50,0.2,0.7 
60,1.1,1.1 
70,1.5,1.2 
80,1.3,1.3 
90,1.7,0.7 
100,1.4,0.7 
110,2,0.8 
120,1,1.4 
130,2.3,1.5 
140,2.1,2.1 
150,2.3,1 
160,2.4,1.4 
170,1.8,2.2 
180,2.9,1.3 
190,4.2,2.2 
200,4.2,1.9 
210,4,2.7 
220,2.7,2.5 
230,3.6,3.3 
240,5.6,3.2 
250,5.4,4.3 
260,4.7,3 
270,4.9,2.6 
280,6.1,2.7 
290,6.2,3.2 
300,9.1,4.8 
310,7,3.1 
320,10.6,2.6 
330,10.1,2.7 
340,8.7,1.9 
350,11.1,2.6 
360,16.3,3.8 
370,14.8,4.5 
380,17.7,7.1 
390,16.1,11.9 
400,13.9,13.4 
410,16.8,16.4 
420,17.3,14.6 
430,18,15.8 
440,18.4,16.6 
450,18.6,18.4 
460,19.2,16.4 
470,20,15.8 
480,22.3,15.3 
490,22,17.8 
500,25,20.7 
510,24.8,19.2 
520,22.1,22 
530,22.6,20.7 
540,29.7,22.8 
550,32.1,22.8 
560,28.3,24.7 
570,31.3,25.9 
580,29.3,24.4 
590,31.9,27.1 
600,33.3,29.2 
610,37.5,30.3 
620,37.3,31.2 
630,33.3,31.2 
640,30.4,30.8 
650,33,31.2 
660,43.8,33.3 
670,43.4,40.2 
680,39.3,33.8 
690,32,34 
700,31.8,33.1 
710,33.2,38 
720,4.8,40.3 
730,0,37.7 
740,0,32.5 
750,0,32.4 
760,0,22.1 
770,0,13 
780,0,14.7 
790,0,15.5 
800,0,7.2 
810,0,1.4 
820,0,1 
830,0,0.1 
833,0,0.1 
