time,session 
40,1867.9129157978891 
50,4330.823957866048 
60,8075.746036822504 
70,10463.717204322445 
80,10584.72027316089 
90,10730.601010420558 
100,12844.561289994424 
110,4055.2767155093125 
120,6142.990546122543 
130,5558.079478269233 
140,11904.834699294039 
150,12172.911891222055 
160,15008.802513573035 
170,10063.620997625045 
180,5681.134922786785 
190,6523.735323972428 
200,7403.103976130292 
210,9478.82393312419 
220,12046.281469676504 
230,8788.71455272523 
240,7126.452812166626 
250,6813.084696452205 
260,9780.772003299551 
270,8503.895298686635 
280,10601.84472982417 
290,14239.093383241132 
300,8239.920617121346 
310,9892.570525302332 
320,8955.920736295659 
330,9827.227723190972 
340,9022.568723554905 
350,7875.896678062246 
360,14097.477709084886 
370,12490.763471598055 
380,11717.948018994584 
390,14384.637633328706 
400,16031.66893124539 
410,15117.271274555904 
420,18607.668774338545 
430,15003.022650790368 
440,14616.605910762428 
450,13582.140403554782 
460,13252.330491251243 
470,15033.485146815607 
480,13172.079195380573 
490,14256.071549501728 
500,12873.97481230932 
510,13913.373846847511 
520,13245.168641465285 
530,16314.472886674595 
540,13793.792241145657 
550,14225.994670102045 
560,12467.710269167614 
570,12025.385633700089 
580,13678.267619745086 
590,14016.880239645374 
600,11855.24559439192 
610,11029.073267384982 
620,11936.545609312776 
630,11399.719736937768 
640,12073.114354192712 
650,10824.13877751237 
660,11762.621273537769 
670,11540.422906408116 
680,14354.020810740969 
690,13486.292506564609 
700,13167.088988162934 
710,14305.848945508027 
720,11886.527980017348 
730,12867.531504998587 
740,11265.406970360114 
750,12751.585809010818 
760,13503.418818911208 
770,13651.516769286123 
780,10708.687473957109 
790,11369.222858516983 
800,11707.79248446219 
810,4754.277793526926 
820,16682.884071186527 
830,0.0 
833,0.0 
