time,users,connected 
0,15,14 
10,29,28 
20,39,39 
30,49,48 
40,53,53 
50,48,48 
60,48,47 
70,51,49 
80,51,51 
90,61,61 
100,68,68 
110,80,80 
120,76,76 
130,84,83 
140,84,84 
150,97,97 
160,107,106 
170,103,103 
180,119,119 
190,139,139 
200,162,162 
210,175,175 
220,177,178 
230,180,181 
240,204,203 
250,215,213 
260,232,230 
270,255,256 
280,289,289 
290,319,320 
300,362,365 
310,401,399 
320,481,471 
330,555,550 
340,623,588 
350,708,627 
360,833,685 
370,936,709 
380,1042,744 
390,1084,759 
400,1089,734 
410,1093,724 
420,1120,713 
430,1142,747 
440,1160,785 
450,1162,780 
460,1190,789 
470,1232,784 
480,1302,841 
490,1344,826 
500,1387,848 
510,1443,882 
520,1444,855 
530,1463,878 
540,1532,901 
550,1625,1013 
560,1661,992 
570,1715,993 
580,1764,996 
590,1812,1021 
600,1853,1010 
610,1925,1077 
620,1986,1115 
630,2007,1080 
640,2003,1071 
650,2021,1046 
660,2126,1201 
670,2158,1184 
680,2213,1182 
690,2193,1119 
700,2180,1083 
710,2132,1060 
720,1777,773 
730,1400,586 
740,1075,504 
750,751,436 
760,530,381 
770,400,333 
780,253,190 
790,98,63 
800,26,12 
810,12,10 
820,2,1 
830,1,1 
833,0,0 
