time,502,200,500,422,400,302 
480,4,27007,,14581,29031,17347 
490,96,28449,,15286,30529,18259 
500,306,29832,,16011,32160,19142 
510,716,31172,,16765,33982,19973 
520,1330,32530,,17637,36213,20884 
530,1995,33969,2,18548,38694,21829 
540,2934,35444,18,19527,41536,22750 
550,4103,37022,54,20473,44469,23631 
560,5442,38541,96,21446,47597,24515 
570,6768,39957,131,22372,50722,25319 
580,8196,41497,192,23386,54160,26157 
590,9689,43008,277,24441,57735,27020 
600,11010,44545,384,25483,61169,27859 
610,12663,46106,495,26473,64804,28711 
620,14281,47703,590,27528,68424,29551 
630,15714,49218,692,28542,71838,30351 
640,17342,50783,784,29627,75554,31190 
650,18900,52357,889,30726,79357,32009 
660,20443,54002,994,31831,83091,32866 
670,22155,55572,1115,32920,86891,33654 
680,23938,57058,1230,33917,90546,34416 
690,25961,58619,1344,35033,94735,35279 
700,27568,60074,1429,36092,98533,36062 
710,29312,61607,1534,37228,102577,36920 
720,30541,63114,1688,38443,106341,37803 
730,31191,64586,1875,39621,109463,38739 
740,31252,66250,2099,40802,112096,39732 
750,31252,67877,2303,41860,114383,40794 
760,31252,69118,2452,42564,115895,41656 
770,31252,69699,2469,42772,116358,42047 
780,31252,69828,2469,42807,116445,42161 
790,31252,69857,2469,42818,116467,42181 
800,31252,69865,2469,42821,116474,42187 
810,31252,69871,2469,42824,116480,42191 
820,31252,69874,2469,42829,116489,42195 
830,31252,69878,2469,42831,116494,42198 
838,31252,69881,2469,42832,116496,42200 
