time,users,connected 
0,9,9 
10,16,2 
20,24,6 
30,30,4 
40,36,2 
50,46,13 
60,52,0 
70,59,2 
80,64,4 
90,76,10 
100,81,5 
110,81,-11 
120,81,4 
130,89,10 
140,91,-2 
150,101,8 
160,111,6 
170,111,-8 
180,111,5 
190,127,19 
200,150,17 
210,176,14 
220,197,4 
230,204,15 
240,229,8 
250,238,25 
260,243,-17 
270,269,38 
280,284,-16 
290,285,-8 
300,322,51 
310,376,48 
320,409,-14 
330,473,59 
340,522,47 
350,524,-32 
360,534,30 
370,586,44 
380,656,40 
390,716,47 
400,772,7 
410,796,50 
420,833,8 
430,893,106 
440,938,20 
450,1029,55 
460,1114,134 
470,1173,5 
480,1262,70 
490,1355,137 
500,1471,98 
510,1576,65 
520,1677,-11 
530,1751,58 
540,1848,8 
550,1954,106 
560,1972,-11 
570,2000,12 
580,2054,8 
590,2057,-50 
600,2057,-2 
610,2092,67 
620,2110,0 
630,2112,18 
640,2113,-47 
650,2115,8 
660,2156,81 
670,2193,-3 
680,2231,24 
690,2231,-76 
700,2231,-60 
710,2231,4 
720,2231,-185 
730,2231,-203 
740,2231,-318 
750,2231,-295 
760,2231,-159 
770,2231,-154 
780,2231,-53 
790,2231,-7 
800,2231,0 
810,2231,0 
820,2231,-3 
830,2231,2 
838,2231,-2 
