time,freemem@tsung_controller@ip-172-31-17-128 
0,3512.265625 
10,3512.265625 
20,3510.30078125 
30,3504.53515625 
40,3497.7265625 
50,3491.69921875 
60,3490.3828125 
70,3488.9375 
80,3488.9375 
90,3488.9375 
100,3488.9375 
110,3487.40234375 
120,3487.2578125 
130,3487.2578125 
140,3487.2578125 
150,3486.10546875 
160,3482.12109375 
170,3475.23046875 
180,3473.88671875 
190,3473.07421875 
200,3472.00390625 
210,3450.578125 
220,3438.83203125 
230,3438.83203125 
240,3428.71875 
250,3428.71875 
260,3426.44140625 
270,3416.80859375 
280,3396.26953125 
290,3380.04296875 
300,3380.04296875 
310,3380.04296875 
320,3380.04296875 
330,3368.22265625 
340,3343.58203125 
350,3327.49609375 
360,3310.4296875 
370,3301.46875 
380,3257.51953125 
390,3254.29296875 
400,3201.703125 
410,3150.53125 
420,3126.453125 
430,3057.84765625 
440,3026.9921875 
450,3018.18359375 
460,3018.18359375 
470,3016.39453125 
480,3016.39453125 
490,3016.39453125 
500,3005.80078125 
510,3002.80859375 
520,2999.9921875 
530,2999.9921875 
540,2998.4921875 
550,2975.234375 
560,2973.21875 
570,2969.81640625 
580,2967.70703125 
590,2967.70703125 
600,2967.70703125 
610,2967.70703125 
620,2967.70703125 
630,2967.70703125 
640,2967.70703125 
650,2967.70703125 
660,2967.70703125 
670,2967.70703125 
680,2967.70703125 
690,2967.70703125 
700,2967.70703125 
710,2967.70703125 
720,2967.70703125 
730,2967.70703125 
740,2967.70703125 
750,2967.70703125 
760,2967.70703125 
770,2967.70703125 
780,2967.70703125 
790,2967.70703125 
800,2967.70703125 
810,2967.70703125 
820,2967.70703125 
830,2967.70703125 
840,2967.70703125 
850,2967.70703125 
860,2967.70703125 
870,2967.70703125 
880,2967.70703125 
890,2967.70703125 
900,2967.70703125 
