time,users_count,finish_users_count 
0,0.9,0 
10,0.7,0 
20,0.8,0 
30,0.6,0 
40,1,0.5 
50,1.6,0.5 
60,1.2,0.6 
70,1.2,0.7 
80,1.6,0.9 
90,2,1.1 
100,1.8,1.2 
110,1.2,1.3 
120,1.2,1.2 
130,2.8,1.9 
140,2.3,1.9 
150,2.1,1.1 
160,2,1.5 
170,1.5,2 
180,2.8,2.3 
190,4.2,2.2 
200,4.4,2 
210,4.5,1.9 
220,4.6,2.7 
230,3.4,2.9 
240,6.1,3.4 
250,5.7,5 
260,4.6,3.9 
270,6.8,4 
280,5.5,4.4 
290,5.2,5.6 
300,9.6,5 
310,10.4,5.3 
320,10.2,6.6 
330,11.8,5.5 
340,11.1,6.1 
350,8,10.6 
360,12.8,9 
370,15.8,10.6 
380,16.2,9.5 
390,15.6,9.8 
400,16.1,10.4 
410,14.6,12.2 
420,17.9,13.9 
430,20.7,14.6 
440,17.5,13 
450,19.9,11.3 
460,19.3,10.6 
470,17.7,11.7 
480,23.1,14.1 
490,23.6,14.4 
500,23.9,12.2 
510,23,12.4 
520,24.1,14 
530,22,14.8 
540,27,17.2 
550,30.6,21.4 
560,30.6,27.7 
570,27.7,24.8 
580,30.2,24.6 
590,25.2,27.5 
600,27,25.6 
610,31.5,27.5 
620,31.5,30.3 
630,27.8,29 
640,30,29.5 
650,30.1,27.9 
660,32.6,28.5 
670,34.5,30.6 
680,32.3,30.4 
690,27.1,30.9 
700,23.3,28 
710,24.7,30.3 
720,4.2,27.9 
730,0,34.3 
740,0,33.6 
750,0,39.9 
760,0,38.2 
770,0,27 
780,0,8.2 
790,0,1.4 
800,0,0.2 
810,0,0.1 
820,0,0.1 
830,0,0 
838,0,0.2 
