time,size_sent,size_rcv 
0,4.33359375,129.57421875 
10,23.32265625,361.20078125 
20,75.21796875,952.06953125 
30,137.18125,1564.634375 
40,220.91171875,2371.4578125 
50,322.6265625,3477.17578125 
60,440.05546875,4584.0078125 
70,592.22734375,6108.73515625 
80,765.4765625,7733.51875 
90,948.1296875,9521.35234375 
100,1149.3609375,11440.5140625 
110,1367.19296875,13425.83515625 
120,1594.0875,15564.09375 
130,1819.465625,17755.12265625 
140,2063.5140625,20046.46640625 
150,2321.25234375,22568.90234375 
160,2629.3546875,25482.59453125 
170,2939.91640625,28266.92890625 
180,3235.3734375,31049.11796875 
190,3556.00703125,34275.3125 
200,3926.1734375,37917.90390625 
210,4359.38203125,42225.0171875 
220,4895.67578125,47237.89609375 
230,5424.2734375,52395.04375 
240,6024.209375,57982.39296875 
250,6626.2234375,63863.76484375 
260,7297.38125,70030.059375 
270,7977.75234375,76703.95078125 
280,8741.43515625,83792.3609375 
290,9566.5484375,91428.7953125 
300,10400.9671875,99658.35078125 
310,11294.55703125,108433.790625 
320,12331.01875,118335.36875 
330,13550.04765625,130375.359375 
340,14940.85390625,143463.85078125 
350,16382.36640625,156884.5125 
360,17843.87265625,170672.41171875 
370,19331.4421875,185006.9015625 
380,20867.69296875,199832.92421875 
390,22676.06328125,217087.4125 
400,24684.9359375,236444.903125 
410,26823.484375,255962.9875 
420,28988.13203125,276203.64375 
430,31152.39609375,296244.634375 
440,33251.24140625,315912.22109375 
450,35359.18203125,335997.16484375 
460,37630.2734375,356992.621875 
470,39762.159375,377144.903125 
480,42079.39296875,399447.36796875 
490,44390.98125,420004.74140625 
500,46727.609375,439924.9140625 
510,49147.5109375,459419.01171875 
520,51892.253125,479775.88359375 
530,54837.5953125,501108.33828125 
540,58059.37421875,522883.1953125 
550,61450.69765625,544812.2375 
560,64990.55546875,565910.26953125 
570,68383.4828125,585748.340625 
580,72044.965625,607076.99453125 
590,75845.90234375,628376.20625 
600,79491.67578125,650288.36328125 
610,83379.5515625,672039.075 
620,87276.9703125,694417.4390625 
630,90948.72578125,715178.8453125 
640,94856.5109375,736959.3109375 
650,98783.2234375,759012.409375 
660,102719.8703125,781857.3421875 
670,106698.41875,803404.1859375 
680,110562.35625,823632.38125 
690,114880.21875,845739.98125 
700,118711.88671875,866119.17109375 
710,122841.40390625,888350.34765625 
720,126744.8765625,910170.0140625 
730,130216.89765625,932342.12734375 
740,133166.3609375,957467.36875 
750,136032.7234375,981340.68984375 
760,138237.72734375,997943.678125 
770,139114.5890625,1003763.8296875 
780,139318.43515625,1005031.95546875 
790,139362.20546875,1005314.0125 
800,139374.609375,1005421.528125 
810,139384.2265625,1005503.43203125 
820,139394.11875,1005570.22109375 
830,139400.5390625,1005637.765625 
838,139405.07265625,1005658.7515625 
