time,502,200,500,422,400,302,504 
350,0.5,89.7,,,0.4,95.8, 
360,2.7,87.3,,,1,96.7, 
370,14,96.9,,3.4,11.1,101.7, 
380,25.7,96.9,,8.1,27.4,94.5, 
390,68.3,83.5,,20.5,82.3,77.2, 
400,81.2,88,0.1,26.7,114.7,78.6, 
410,97.6,91.9,0.6,34.8,147.6,77.9, 
420,98.2,91.3,1.5,36.3,157.8,67.7, 
430,101.2,106.9,5,45.9,178.6,67.2, 
440,124.6,97,6.8,43.9,195.2,61.3, 
450,131.1,95.1,7.2,50.7,216.5,55.8, 
460,135.2,99,8.2,53.2,237,50.4, 
470,116.7,104.6,10.8,61.3,252.3,56.5, 
480,136.1,105,16.5,61.1,255.2,52.4, 
490,122.4,111.1,15.2,65.8,255.2,53.3, 
500,121.1,99.9,15.8,64.1,247.5,46.5, 
510,141.1,104.8,16.8,61,264,48, 
520,131,116.2,17.9,68.5,273.2,42.3, 
530,134.3,109.2,17,67.8,283.5,46.8, 
540,126.7,125.1,18.2,75.5,298.1,41.6, 
550,163.6,117.9,19.8,71.8,317.9,38.7, 
560,158.9,126.8,21,85.1,341.5,39.6, 
570,175.9,116.1,21.5,79.2,346.2,36.4, 
580,183.2,138.7,21.2,89.6,393.5,37, 
590,202.4,130.1,23.2,94.2,426.5,32.6, 
600,211.9,131.8,25.6,101.6,450.6,29.9, 
610,255.5,116.8,24.8,82.4,447.8,26.5, 
620,230,119.4,28.2,92.7,428.6,26.9, 
630,230.5,126.7,28.3,96.7,436.1,24.5, 
640,221,131.7,30.1,91.3,449.2,24.4, 
650,234.1,129.8,25.7,97.2,468.9,23.6, 
660,207.3,130.7,27.8,97.1,453.5,22.6, 
670,248.8,122.2,34.2,97.2,473.2,23, 
680,223.4,132.9,32.2,101.1,452.5,21.1, 
690,226.8,133.1,31.1,101.3,456.5,21.4, 
700,218.2,138.8,32,103.8,469.6,23.3, 
710,267.7,111.9,28.9,93.1,484.7,19.8, 
720,268.5,88.4,22.7,78.4,460.9,24.4, 
730,286.5,67.3,24.9,76,466.4,27, 
740,207.6,62.7,29.2,72.4,371.7,27.7, 
750,91.7,64.8,33,79.8,246.8,36.2, 
760,36,57.4,30,57.6,135.3,40.4, 
770,5.6,49.9,28.6,34,56.2,46, 
780,10.7,48.1,20.1,26,31.5,52.7,0.1 
790,0,59.9,7.4,9.7,8.9,67.4,0 
800,0,49.6,1.8,2.4,1.2,55.8,0 
810,0,19.8,0.2,0.3,0.2,21.9,0 
820,0,3.8,0,0.1,0,4.5,0 
830,0,1.4,0,0,0,1.4,0 
840,0,0.3,0,0,0,0.1,0 
845,0,0,0,0,0,0.1,0 
