time,users_count,finish_users_count 
0,9,0 
10,13,0 
20,24,0 
30,32,0 
40,49,5 
50,56,8 
60,71,16 
70,88,25 
80,101,38 
90,112,48 
100,130,56 
110,143,72 
120,161,84 
130,181,102 
140,199,116 
150,217,125 
160,228,140 
170,254,163 
180,288,187 
190,327,205 
200,376,216 
210,417,233 
220,466,251 
230,494,290 
240,544,322 
250,604,365 
260,649,407 
270,727,441 
280,788,480 
290,841,508 
300,920,538 
310,1041,578 
320,1143,614 
330,1241,664 
340,1349,694 
350,1445,743 
360,1544,784 
370,1710,820 
380,1859,860 
390,2013,916 
400,2165,1002 
410,2323,1098 
420,2505,1214 
430,2721,1367 
440,2927,1539 
450,3134,1729 
460,3330,1892 
470,3502,2073 
480,3736,2256 
490,3979,2470 
500,4195,2666 
510,4438,2862 
520,4664,3094 
530,4902,3304 
540,5161,3507 
550,5488,3727 
560,5800,3963 
570,6108,4224 
580,6427,4459 
590,6714,4710 
600,7000,5000 
610,7337,5315 
620,7676,5628 
630,8033,5977 
640,8343,6256 
650,8639,6570 
660,8948,6855 
670,9296,7189 
680,9667,7527 
690,9998,7865 
700,10301,8182 
710,10650,8489 
720,10800,8789 
730,10800,9144 
740,10800,9475 
750,10800,9780 
760,10800,10016 
770,10800,10210 
780,10800,10420 
790,10800,10552 
800,10800,10692 
810,10800,10775 
820,10800,10791 
830,10800,10799 
840,10800,10799 
845,10800,10800 
