time,users,connected 
0,9,9 
10,13,3 
20,24,12 
30,32,7 
40,47,14 
50,48,3 
60,55,6 
70,66,9 
80,69,0 
90,69,2 
100,76,10 
110,76,-5 
120,77,6 
130,82,3 
140,85,4 
150,94,10 
160,94,-5 
170,96,3 
180,103,10 
190,126,21 
200,160,38 
210,185,24 
220,215,31 
230,217,-9 
240,223,15 
250,245,18 
260,245,3 
270,287,43 
280,311,25 
290,336,25 
300,382,41 
310,463,81 
320,529,69 
330,577,48 
340,656,77 
350,702,49 
360,765,55 
370,892,94 
380,999,76 
390,1101,-14 
400,1164,32 
410,1225,6 
420,1293,33 
430,1358,37 
440,1391,10 
450,1411,-14 
460,1446,-29 
470,1446,-26 
480,1482,57 
490,1511,29 
500,1541,8 
510,1581,14 
520,1590,2 
530,1602,-19 
540,1655,50 
550,1761,56 
560,1837,28 
570,1896,-3 
580,1968,47 
590,2005,-34 
600,2007,-20 
610,2040,34 
620,2050,57 
630,2067,-32 
640,2102,9 
650,2106,-34 
660,2106,1 
670,2121,19 
680,2142,88 
690,2143,-42 
700,2143,-35 
710,2162,13 
720,2170,-125 
730,2170,-248 
740,2170,-138 
750,2170,-65 
760,2170,-67 
770,2170,-77 
780,2170,-188 
790,2170,-96 
800,2170,-136 
810,2170,-85 
820,2170,-19 
830,2170,-8 
840,2170,0 
845,2170,-1 
