time,connect,request 
0,1.14,7.191 
10,1.14,6.76 
20,0.924,5.386 
30,0.924,5.218 
40,0.924,5.218 
50,0.924,5.101 
60,0.924,4.783 
70,0.924,4.783 
80,0.924,4.783 
90,0.924,4.783 
100,0.924,4.633 
110,0.924,4.633 
120,0.789,4.633 
130,0.789,4.633 
140,0.766,4.633 
150,0.766,4.633 
160,0.766,4.538 
170,0.766,4.538 
180,0.766,4.538 
190,0.766,4.538 
200,0.766,4.499 
210,0.766,4.499 
220,0.756,4.499 
230,0.756,4.499 
240,0.756,4.499 
250,0.756,4.499 
260,0.756,4.499 
270,0.756,4.499 
280,0.756,4.499 
290,0.721,4.499 
300,0.721,4.499 
310,0.721,4.499 
320,0.721,4.499 
330,0.721,4.499 
340,0.721,4.499 
350,0.721,0.424 
360,0.721,0.383 
370,0.694,0.344 
380,0.523,0.315 
390,0.492,0.315 
400,0.431,0.315 
410,0.431,0.315 
420,0.431,0.315 
430,0.431,0.315 
440,0.431,0.31 
450,0.431,0.31 
460,0.418,0.31 
470,0.418,0.31 
480,0.418,0.31 
490,0.418,0.31 
500,0.418,0.31 
510,0.418,0.31 
520,0.418,0.31 
530,0.418,0.31 
540,0.418,0.31 
550,0.418,0.31 
560,0.418,0.31 
570,0.418,0.309 
580,0.418,0.309 
590,0.418,0.309 
600,0.418,0.309 
610,0.418,0.309 
620,0.418,0.309 
630,0.418,0.309 
640,0.418,0.309 
650,0.418,0.309 
660,0.418,0.309 
670,0.418,0.309 
680,0.418,0.309 
690,0.418,0.309 
700,0.418,0.309 
710,0.418,0.309 
720,0.418,0.309 
730,0.418,0.309 
740,0.418,0.309 
750,0.418,0.309 
760,0.418,0.309 
770,0.418,0.309 
780,0.418,0.309 
790,0.418,0.309 
800,0.418,0.309 
810,0.418,0.309 
820,0.418,0.309 
830,0.418,0.309 
840,0.418,0.309 
845,0.418,0.309 
