time,sentpackets@tsung_controller@ip-172-31-20-240 
10,511 
20,169.0 
30,448.0 
40,581.0 
50,924.0 
60,1042.0 
70,1315.0 
80,1307.0 
90,1404.0 
100,1459.0 
110,1683.0 
120,1822.0 
130,1656.0 
140,1690.0 
150,1803.0 
160,2181.0 
170,2310.0 
180,2149.0 
190,2129.0 
200,2406.0 
210,3.1e3 
220,3816.0 
230,4476.0 
240,4773.0 
250,5108.0 
260,5152.0 
270,5179.0 
280,5420.0 
290,5595.0 
300,5280.0 
310,5578.0 
320,8190.0 
330,7938.0 
340,8383.0 
350,8264.0 
360,7784.0 
370,7774.0 
380,9821.0 
390,10719.0 
400,13704.0 
410,15914.0 
420,18023.0 
430,19345.0 
440,20544.0 
450,21110.0 
460,22472.0 
470,23237.0 
480,24196.0 
490,24814.0 
500,25202.0 
510,24949.0 
520,25382.0 
530,26007.0 
540,26261.0 
550,27891.0 
560,28830.0 
570,3.13e4 
580,31964.0 
590,34539.0 
600,36246.0 
610,37421.0 
620,36712.0 
630,35996.0 
640,36888.0 
650,38374.0 
660,38661.0 
670,39135.0 
680,38586.0 
690,38888.0 
700,38193.0 
710,38825.0 
720,38491.0 
730,36811.0 
740,33846.0 
750,26462.0 
760,18626.0 
770,11680.0 
780,8312.0 
790,7128.0 
800,4893.0 
810,3535.0 
820,1023.0 
830,1149.0 
840,37.0 
845,296.0 
