time,sentpackets@tsung_controller@ip-172-31-20-240 
10,511 
20,511 
30,511 
40,581 
50,924 
60,1042 
70,1315 
80,1315 
90,1404 
100,1459 
110,1683 
120,1822 
130,1822 
140,1822 
150,1822 
160,2181 
170,2310 
180,2310 
190,2310 
200,2406 
210,3100 
220,3816 
230,4476 
240,4773 
250,5108 
260,5152 
270,5179 
280,5420 
290,5595 
300,5595 
310,5595 
320,8190 
330,8190 
340,8383 
350,8383 
360,8383 
370,8383 
380,9821 
390,10719 
400,13704 
410,15914 
420,18023 
430,19345 
440,20544 
450,21110 
460,22472 
470,23237 
480,24196 
490,24814 
500,25202 
510,25202 
520,25382 
530,26007 
540,26261 
550,27891 
560,28830 
570,31300 
580,31964 
590,34539 
600,36246 
610,37421 
620,37421 
630,37421 
640,37421 
650,38374 
660,38661 
670,39135 
680,39135 
690,39135 
700,39135 
710,39135 
720,39135 
730,39135 
740,39135 
750,39135 
760,39135 
770,39135 
780,39135 
790,39135 
800,39135 
810,39135 
820,39135 
830,39135 
840,39135 
845,39135 
